Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,02/27/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Cameroon,CMR,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,1.379307656,0.137764368,0.23061581,0.176263815,0.957660331,0.984462549,0.533057282,0.258751483,0.919482998,1.068579971,1.926015109,1.772981849,1.521803398,2.896578366,0.226454442,3.88095695,-0.853957289,0.942298428,0.739296882,-0.769605211,-1.011797042,-0.116596577,0.256256396,0.033040869,0.034662885,0.156634183,0.993181874,1.38103598,0.520419186,0.312518126,1.579852554,-0.112407854,4.342923125,2.296661985,0.38932519,1.357019676,0.305174785,0.84653983,0.079178526,2.856818949,2.049213283,2.223852486,1.812074547,1.691747967,2.074493154,2.244962642,2.034819735,2.330861538,1.978368628,
"Congo, Dem. Rep.",COD,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.131824833,0.102595811,0.169590007,0.22515198,0.541629839,0.089085614,2.471140005,0.14735397,0.635415929,0.954645402,0.76151825,0.555359658,-0.017360517,-1.751567485,-0.412969182,0.961634332,0.06855773,-0.718907498,-0.044463002,-0.067724373,-0.1546563,0.12872143,-0.008872851,0.064168067,-0.025771503,-0.396035086,0.429527741,-0.728142522,0.986712242,0.236879335,0.493452282,1.37428477,2.149379762,4.377642382,3.972162862,1.504452594,1.772085029,10.80236746,8.726273415,-1.304135197,12.71601409,6.176624593,9.866868697,5.194611572,4.176029605,3.074342219,2.510784143,2.756443254,2.720115259,
"Congo, Rep.",COG,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,1.854810525,15.11821297,16.14437845,12.60209537,7.875433058,2.007553933,0.315419954,0.259574137,0.460917801,1.374901961,2.346836848,1.547166328,1.636056338,2.673923924,1.593218571,0.587247631,1.213436652,1.890931886,0.41107739,-0.298176848,0.805773651,1.202028974,0.093379631,14.90665916,0.168987138,5.329956171,2.45710534,-2.118241599,-8.703069674,-2.900434542,-3.040392694,-4.844261048,6.594565028,6.280145534,1.90162062,13.15912311,19.24256631,16.9436981,16.35987839,12.34460901,12.66455723,2.067767391,-0.506318637,13.33483829,20.36515297,50.01801762,0.559707788,50.63641106,38.29248197,
Colombia,COL,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.597358249,0.551483875,0.212850956,0.231127905,0.33055507,0.282997832,0.162957709,0.333830473,0.459947751,0.454538764,0.470461794,0.728254722,0.939231233,1.595669579,1.526672828,2.931701554,1.928883735,0.877016762,0.517691402,1.456749701,1.04506114,0.929119963,1.247368462,1.443410263,1.770422621,1.046802241,3.202627717,5.214927813,2.873546112,1.749593152,2.439226559,2.588226585,2.17806523,1.817908276,2.661082476,7.050111112,4.187992641,4.319626244,4.370571769,3.455894853,2.247434099,4.379388916,4.0585548,4.245045229,4.242506543,3.994775531,4.896244056,4.437827317,3.484435285,
Comoros,COM,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,0,0,0.081517754,0,0,0,0,2.235848382,1.056676291,0.956551286,0.091476453,0.590924629,-0.316356418,0.042109206,0.055676771,0.223239729,0.128770385,0.005487788,0.103812309,0.070858011,0.026732989,0.303007094,0.101523836,0.145373546,0.106321874,0.085507771,0.111551728,0.968001191,0.509949589,1.534814523,0.920567739,2.262638824,1.021280161,0.379103685,0.408041982,0.511235707,0.352698036,0.364677296,0.582358621,
Cabo Verde,CPV,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,-0.004581234,1.184315847,0.226217656,0.065067947,0.082309722,0.545399203,0.126125689,0.743054427,0.523498436,5.37425869,5.683107022,2.359642569,1.301706826,9.10423779,6.342824223,1.600319004,2.376755063,4.817967256,7.317637208,8.283481402,11.8730056,12.66662624,11.78671611,7.36080661,6.981903001,5.479689718,7.349250424,4.825662775,9.709658571,6.01649897,7.595390636,6.312150566,5.46202519,
Costa Rica,CRI,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,2.675081563,2.051705004,2.087298575,2.465799,2.778803863,3.519980417,2.567899968,2.034222448,1.379424344,1.07792818,1.088700755,2.652634055,1.108714967,1.928962015,1.527123603,1.783525448,1.380407844,1.771472523,2.648099689,1.929146885,2.845043463,2.488492233,2.649909415,2.586686577,2.852591384,2.926137111,3.674810347,3.261931709,4.512607113,4.363804231,4.83912983,3.907699434,4.381590918,4.503290288,5.848783462,7.66376306,7.968078434,8.381297939,7.957789249,5.283016132,5.116701663,6.467331665,5.801837126,6.443621066,6.410226879,5.395651341,4.58454781,4.909374693,4.596530131,
Caribbean small states,CSS,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,10.01820075,8.960437195,6.741327774,5.81516624,4.919943509,2.710526565,2.120423156,1.124836966,1.250975656,0.841405005,2.212036017,2.815864563,1.507541339,1.320729161,0.503512704,0.277109191,-0.183574051,0.58770881,0.265168404,0.638284059,2.101248245,2.963434178,3.27528155,3.458546047,4.446289557,3.562437406,3.485451607,5.941409254,5.212916259,5.135512959,4.839513029,5.579331199,5.204493778,5.578603472,5.304452402,6.408816581,6.866295509,6.42614209,9.35380988,5.344860668,4.486531423,3.170360147,0.822632091,1.133161087,3.946637007,3.22152567,3.733416539,2.906006622,3.856319888,
Cuba,CUB,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curacao,CUW,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.320144921,2.226128891,-0.047921341,2.194020929,4.645935888,4.26238072,5.54068549,4.056649576,
Cayman Islands,CYM,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410.4747975,587.0889956,631.6022084,426.4064362,474.0525765,254.2484854,399.3225819,230.4595562,1543.367955,1092.110623,1846.596366,54.79250414,70.19764626,,
Cyprus,CYP,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,3.694520242,5.624094962,5.634767587,5.915417316,5.473127837,3.944341502,3.751128829,3.312311875,3.16417924,2.312588103,2.384543688,1.498648702,1.402624241,1.45246338,1.528434055,2.264577222,1.417992935,1.554380411,1.265998554,1.012349392,2.447735398,2.334711925,5.724021703,3.370192499,7.744916953,8.560861195,9.085903295,9.662239119,6.2427114,6.459619626,6.303627116,9.325550995,9.573441368,44.16386872,249.1080486,120.5945222,146.7265456,280.1318331,108.6417073,223.7059923,146.4194968,40.72676926,81.10060687,20.85872137,
Czech Republic,CZE,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.610953817,1.846783197,4.295331996,2.142662876,2.081967759,5.564970191,9.731527054,8.089408203,8.353677389,10.37300569,2.028840475,5.390523702,10.07491575,4.587564489,7.301099895,3.739795465,2.5568019,4.900684091,1.837581407,4.548829363,3.513606851,3.892179242,0.909872696,5.561841795,5.203351621,3.463600226,
Germany,DEU,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,0.441361885,0.632842207,0.527720741,0.488878354,0.140734902,0.254229652,0.158199267,0.216546108,0.196580449,-0.019633294,-0.051949291,0.060298468,0.129476547,0.081458467,0.072502817,0.113932035,0.124803611,-0.107660495,0.36980321,0.144310233,0.253701122,-0.100288836,0.023164615,0.340906851,0.465679526,0.624360056,0.842609915,1.318741891,3.921041973,12.76319308,2.929289961,2.478372661,2.620117979,-0.726488213,2.102577025,2.922406767,1.486225621,0.829879478,1.66878763,2.533231229,2.604828006,1.855307283,1.805645707,0.509254907,1.859253186,1.806447862,2.281905253,2.666844474,
Djibouti,DJI,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,0.067450752,,0.112488428,0.151593805,-0.031767747,0.013264708,0.495241665,0.479043326,0.305457426,0.289528343,0.646649182,0.660629876,0.616772634,0.61709349,0.599332233,0.596129446,0.592742007,0.580649337,2.286739804,5.786694826,3.133262929,14.08394014,23.03889364,22.78584382,9.232551529,3.234153297,6.375384839,8.126150917,14.0004927,6.903633532,5.070505263,6.110120778,5.963461974,8.965083519,
Dominica,DMA,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,0.174394724,0,0,0,5.846002333,0.223394855,0.202705733,2.107055443,2.510629735,3.836275563,8.901448206,6.969897664,9.288404657,6.398734127,6.92664681,8.720525896,5.37617783,8.548441801,19.70427266,6.089925621,6.968834482,2.019513695,5.412228622,5.276743013,5.03106133,6.03569257,9.167248151,7.127998777,5.28079377,6.638697269,9.608233276,12.34165741,8.673668329,4.92922278,2.832785629,4.763887536,3.595402483,2.753554819,2.043726428,7.142319056,4.636796876,2.411848548,
Denmark,DNK,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.609061276,0.654939538,0.70591132,0.689865528,0.702566964,0.659532876,-0.426902642,0.152256173,0.148211614,0.318182752,0.146384533,0.160726832,0.221559005,0.099152471,-0.025982202,0.177315602,0.185364032,0.077376286,0.435591271,0.969284583,0.818928446,1.115114973,0.665324523,1.196102293,3.205751697,2.237442892,0.412212569,1.608683422,3.771167013,9.466974627,21.93809364,5.63524699,2.480308516,0.543258463,-3.502430805,4.857700582,0.843187065,3.697114116,0.620106753,1.173902421,-3.654669083,3.941503188,-4.997670326,0.198012181,1.863305283,0.611475188,2.49237426,1.02511761,0.327884742,
Dominican Republic,DOM,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,4.819925951,3.900390039,2.188789373,1.471340839,1.832040196,1.775394532,1.51841073,1.558719016,1.343359243,0.31097694,1.371038114,1.054051552,-0.016933982,0.522742555,0.590822839,0.71760002,0.81670013,1.527375957,1.974205111,1.645082915,1.877383252,1.489574746,1.58238558,1.457834889,1.419098658,2.514657901,0.735677376,2.041671802,3.086396033,6.075184306,4.069102037,4.249723678,3.384147242,2.848650081,4.117999045,3.09642719,4.010614707,5.124249917,5.669685158,3.512768502,3.379490652,3.786849157,5.629224689,2.552400927,3.550612612,3.129776468,3.323574004,4.497484852,3.207863336,
Algeria,DZA,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,1.647377527,0.011817485,0.613595249,0.585190822,2.710126878,0.764883036,1.054807851,0.85091306,0.512629547,0.077285924,0.823395335,0.029780507,-0.118497329,0.000855798,0.001494776,0.000686577,0.008346683,0.005561001,0.022031597,0.021735256,0.000539792,0.025459024,0.062495706,2.00E-06,2.35E-06,2.39E-06,0.575184045,0.539666948,1.258826219,0.599517569,0.511261302,2.033320188,1.876313243,0.939909045,1.033521718,1.120171949,1.573088258,1.24963138,1.543067237,2.001919844,1.426983152,1.285519813,0.717679965,0.80660228,0.702593209,-0.324013751,1.023704278,0.717464228,0.866905291,
East Asia & Pacific (excluding high income),EAP,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,0.298784079,0.384730787,0.588294508,0.593900669,0.667668183,0.616319616,0.56874662,0.602745502,0.768786399,1.190097963,1.37161559,1.565498347,1.815385626,2.649337383,4.406303801,4.291654215,3.866909855,3.888713615,4.058071379,4.161989648,3.373812765,2.777559352,2.841379502,3.108558141,2.962092995,3.110530245,4.169354832,4.087086867,4.098471458,3.540011636,2.407654804,3.799934125,3.509253069,2.844616001,3.063427889,2.596438565,2.318725138,1.633156071,1.632039014,1.717976509,
Early-demographic dividend,EAR,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.601527988,0.609855897,0.302792077,0.441235247,-0.197919343,0.94006395,0.158664523,0.354572982,0.46987552,0.234139734,0.114849541,0.930968606,1.11296819,0.663326188,0.64167914,0.392354406,0.462432006,0.25334064,0.548195347,0.522516606,0.60656435,0.842171848,0.835112708,0.784957933,1.23052475,1.336831,1.514713078,1.993149201,1.772227184,2.006478756,1.557811808,1.838709904,1.616144536,1.220304883,1.552318248,2.339842618,2.79832971,3.029729046,3.259785146,2.400007195,2.064361574,2.030995439,1.837002557,2.108550278,1.806174695,2.2069208,1.948319889,1.983171772,2.083281269,
East Asia & Pacific,EAS,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.616218667,0.645655439,0.600892809,0.338965616,0.504785127,0.446389424,0.400225754,0.292443442,0.296144227,0.2890192,0.335014907,0.454809158,0.436962428,0.440744204,0.28893623,0.313599322,0.447093507,0.587536648,0.594654581,0.525774964,0.70962327,0.510933114,0.6513899,0.919079176,0.992334475,1.08102075,1.178863662,1.427499056,1.43119011,1.695077367,2.118719353,1.65822484,1.446450943,1.473944337,2.064550273,1.841200485,2.638837269,3.247824047,2.739510521,1.97544146,2.932720006,2.850634775,2.450262679,2.775341778,2.882170335,2.837296648,2.386873252,2.308871443,2.150526081,
Europe & Central Asia (excluding high income),ECA,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.339440204,0.276810309,0.210463507,0.307101648,0.179775716,0.255412349,0.019500729,0.046014769,0.052189645,0.083898168,0.020309489,0.104498932,0.065563349,0.058791993,0.142241795,0.114732832,0.12745396,0.073827639,,,,,0.312738933,0.47237137,0.425132295,0.750433366,0.878714975,1.517846497,1.457104221,1.615055857,1.308428091,2.072974683,1.733941986,2.386795848,3.341953431,3.27597903,4.930380712,5.420650321,5.039833618,3.517200422,2.842225924,3.1558441,2.640755289,2.747290696,1.661425896,1.937437752,3.113872177,2.155369778,1.405708583,
Europe & Central Asia,ECS,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.704701535,0.623484022,0.571657515,0.671448499,0.772904083,0.532122178,0.412008718,0.554628441,0.498247072,0.51760859,0.544067363,0.47843477,0.44442721,0.475692385,0.311760641,0.511705914,0.583695759,0.705286161,1.01935297,1.259235666,1.411110009,1.097995921,0.92629322,1.069561138,1.074878588,1.397548228,1.426045249,1.82801355,3.309842274,5.759284022,8.571429318,4.524750246,3.757849841,2.89578741,2.817743951,6.116128323,7.113834505,8.914301448,5.384421933,3.237710658,3.58128013,4.621441724,3.644160021,3.127089641,2.43108969,5.231390387,6.048889374,2.979600309,0.003908364,
Ecuador,ECU,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,3.095191998,5.885513304,2.536105579,1.343866522,1.163766949,1.232591543,-0.218875557,0.312886954,0.407632553,0.447261076,0.391465719,0.275093487,0.200703933,0.291502982,0.295639055,0.361535122,0.528922805,0.882009256,1.187567785,1.151839126,0.826810819,0.941811625,0.983738574,2.501330956,2.537928973,1.85193034,1.980782572,2.570657755,3.109081567,3.300590488,-0.127889942,2.20108486,2.743572519,2.6871311,2.28724133,1.188746055,0.579950851,0.380084251,1.712044864,0.493652336,0.23850542,0.814974201,0.645345742,0.76430549,0.759282222,1.332154559,0.769476283,0.593355671,1.301162743,
"Egypt, Arab Rep.",EGY,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.008455397,0.026831502,0.000322593,0.006931699,0.001408609,0.068774733,0.458095934,0.727581477,2.148072469,6.749429233,2.53017092,3.399750059,1.061542574,1.582368423,2.146356602,3.015277403,2.951091027,2.342602497,3.401931818,3.144613176,1.707814196,0.676690667,1.096617326,1.058425258,2.420132571,0.994028431,0.940414996,1.135375893,1.268437022,1.174392815,1.236997207,0.522267243,0.736363077,0.286284498,1.589570746,5.993818956,9.343527169,8.873537919,5.831412619,3.551442303,2.91728671,-0.204532287,1.001421905,1.452668056,1.509575225,2.081527134,2.435002181,3.147694016,2.709343149,
Euro area,EMU,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,0.535676339,0.57183199,0.576308338,0.597742649,0.419922382,0.326900178,0.410483132,0.433433541,0.393477599,0.357320348,0.373022341,0.335074486,0.387598425,0.403125923,0.419600041,0.396866914,0.560989137,0.749281486,0.984268403,1.042964984,0.908845125,0.899973416,0.962453014,0.867345465,1.064757154,1.234601799,1.312515905,2.429795522,4.969204826,8.593821419,4.876580132,3.533967112,3.041719071,2.663467673,6.018146858,7.323568972,9.9660153,4.660016863,3.400295093,4.245964614,6.006622265,4.34416143,4.36321716,2.765606796,6.333981554,4.860627348,2.723662367,0.27026072,
Eritrea,ERI,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.10E-06,2.14E-06,1.88E-06,,5.287331825,5.94284422,0.006102171,12.08005862,3.945534852,1.612458067,3.121554763,2.872720775,2.173353572,0.130327756,1.269492544,0.546786308,2.825700368,4.901180484,4.298455436,1.495547962,,,,,,,,
Spain,ESP,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.541555929,0.433295823,0.453220111,0.495933806,0.368032548,0.594748983,0.403032124,0.458798106,0.733598107,0.650884303,0.641284342,0.84156828,0.90954826,0.949036375,1.029517601,1.088426773,1.372984012,1.433954632,1.866376148,2.032124447,2.606166786,2.164503636,2.104198133,2.058401577,1.653457586,1.347459453,1.525295224,1.59871605,2.537836213,3.092608425,6.786943902,4.608644236,5.579816518,3.395380889,2.367945802,2.341811379,2.614682312,4.634754727,4.558669541,0.642832486,2.576812313,1.814479687,1.573683796,3.496806342,2.405672897,1.927595965,3.591770214,1.9077684,3.458269986,
Estonia,EST,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.201953542,5.306331261,4.59794521,3.469557285,5.323717666,10.51176567,5.655849834,7.309609792,9.472201909,4.587809079,10.50601104,8.946535648,22.18205147,13.00340549,15.27714007,7.686737178,9.452423555,13.16865971,4.783739193,7.706480119,4.344602169,6.654529119,-3.104123146,3.857202927,6.359433409,3.84026541,
Ethiopia,ETH,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0.001620129,0.0396344,0.248414013,0.184499328,0.256553049,3.358748398,3.334132788,0.908732804,1.633506369,4.244759584,3.2480727,5.392122513,5.380415799,2.137800937,3.568235274,1.126470925,0.400997134,0.682729367,0.963030625,1.967356639,0.643172898,2.820412334,3.335691111,4.066488561,5.576212728,4.913329121,3.983634968,
European Union,EUU,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.720837527,0.628600236,0.576761551,0.674854542,0.778019022,0.535210643,0.411607283,0.544659563,0.500297783,0.526345069,0.561837069,0.474738672,0.446130008,0.480581013,0.312537439,0.521612999,0.549749101,0.706757936,1.073879145,1.270468029,1.415347908,1.133058312,1.020927278,1.146094677,1.108242262,1.452678831,1.449634322,1.812676341,3.438299266,6.079488234,8.973476758,4.689533285,3.916362067,2.754481905,2.902041598,6.813927753,7.239703425,9.475230166,5.646710867,2.883853252,3.561808991,4.919152664,3.562052579,3.558620138,2.566323903,4.947129731,6.252072291,2.960026233,0.275580162,
Fragile and conflict affected situations,FCS,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.977450076,0.826546258,0.841751696,0.902211625,0.486334951,0.259271148,0.65119285,0.164416699,0.494883651,0.382503179,0.338648891,0.264702533,0.199750643,0.05266268,0.140713498,0.262456612,0.222854149,0.216381975,0.154003082,0.191967753,0.107256019,0.561745659,0.937820059,1.448672359,0.577784768,0.901636426,0.744394474,2.000255856,2.249373231,1.696697959,1.697343446,2.355487252,2.97726792,4.054544307,2.873843743,2.843886088,3.530500932,4.355790434,4.175102386,3.305686091,3.660676762,3.171965838,3.396075557,2.548199533,0.93771013,1.910101095,1.073196972,1.945441989,1.876404445,
Finland,FIN,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.158485341,0.199562478,0.250963404,0.066761286,0.140851751,0.231639047,0.182056688,0.143464231,0.093217688,0.061909033,0.052101064,0.189990219,0.001724651,0.165714758,0.257492463,0.201359905,0.551203224,0.298482234,0.48757225,0.41187074,0.574223939,-0.182278447,0.35222682,0.967925394,0.268964374,1.081088343,0.569873751,1.933680856,9.33679172,5.767001203,10.7388269,2.489723294,5.782939056,3.481875931,3.435159259,5.310227051,2.135293917,8.586153638,6.818803523,-3.495697497,4.906645478,-2.182851126,1.909698377,-1.82122196,6.281884262,7.179999593,2.026742043,6.444498683,-1.762790618,
Fiji,FJI,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,2.910698644,2.623619632,2.684347493,3.685763025,2.560017778,2.060595295,1.055355921,2.376540998,1.470021646,0.997366831,3.021376519,2.933065366,3.084362504,2.844453477,1.979148258,1.899050005,0.622581546,1.371872325,2.847147693,2.587899631,-2.272714484,-2.904099314,2.467113166,-0.198297881,-1.713786034,-1.151223209,-3.390227577,-2.874582542,1.227319048,-7.573166102,0.035114999,2.487912655,1.664553109,1.740570501,9.187791398,5.752169815,18.82126882,13.63358103,19.27858776,10.7423906,5.670792374,5.753259089,6.981691701,5.818005305,7.779951266,4.385929605,7.943274517,7.24030047,8.467876609,
France,FRA,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.418448076,0.316723878,0.322695756,0.425624843,0.646692012,0.433400884,0.262522929,0.462162851,0.487750171,0.421580946,0.468106015,0.401205879,0.271047895,0.308227517,0.451867818,0.469230253,0.422034253,0.550188789,0.833285658,1.005053258,1.038724949,1.193809085,1.558332664,1.568929474,1.133236784,1.482504442,1.36838947,1.586355841,1.963825255,3.07984401,3.038290685,3.64281272,3.449839003,2.301072654,1.683027874,3.876692772,3.405385576,3.152836846,2.329970036,0.684810626,1.471630163,1.544897075,1.227526406,1.123742809,0.203525272,1.756429965,1.32739278,1.452251284,2.155068065,
Faroe Islands,FRO,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,6.329823286,,,,,
Gabon,GAB,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,-0.216181176,4.113317193,4.041733381,2.199837375,5.154719275,7.735472117,1.285966365,1.242280652,2.366468843,1.816630469,0.736562707,1.413053835,3.641180924,3.297995821,0.228119779,0.451849384,3.239161788,2.73648991,3.45679012,-0.729314863,1.234110823,-1.010365399,2.269871503,-2.597049741,-2.376692874,-3.942388289,-5.007209261,-2.153485033,2.957693889,1.918355874,5.486752594,-2.00474145,0.021857345,1.533961294,4.047948792,3.404977316,2.595405926,5.264176008,4.471792521,5.26869185,3.648960756,6.177869687,3.94449781,1.842062059,6.947889314,0.290093623,8.856121565,10.0589383,5.018236442,
United Kingdom,GBR,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,1.138728591,1.195852917,0.71071276,1.414127456,2.121823274,1.372676187,1.292355806,1.682672051,1.127586247,1.473705819,1.791819689,1.087231673,1.05101857,1.057718801,-0.075261594,1.11928039,1.42482067,1.754640337,2.904105168,2.92466122,3.78380568,2.033973017,1.950665447,1.854764189,1.71516995,2.171258045,2.290067261,3.2911649,6.654918197,7.720615754,9.90039152,3.419665081,5.030086554,1.75406289,3.602072314,9.952156126,7.503876522,6.756623948,8.672014077,0.603386674,2.696079361,1.015754068,1.728381925,1.955230732,1.922135354,1.547962248,12.05564519,4.547793615,1.228047858,
Georgia,GEO,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000370208,0.318234361,,,6.907808075,7.341915982,2.939258065,4.299844346,3.412704531,4.723542634,8.390557186,9.613616231,7.067848344,15.12375585,18.59938926,12.52225776,6.137372839,7.521667765,7.745107294,5.87198283,6.088383714,10.42079072,11.60419372,10.93766069,11.71257465,6.924297303,
Ghana,GHA,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,3.060907384,1.265975856,0.54443206,0.584061697,0.493019313,2.521966977,-0.660372191,0.602536754,0.264745237,-0.069647793,0.350938113,0.385174112,0.403865774,0.059153002,0.045328041,0.124324481,0.07507504,0.092613941,0.096193785,0.285618304,0.251308552,0.303188963,0.350800517,2.095116345,4.27950048,1.647296722,1.730357096,1.187002423,2.237678076,3.156999582,3.329303379,1.680555283,0.955673775,1.791715353,1.568114186,1.350866032,3.116219155,5.586606897,9.517042508,9.132935172,7.855067085,8.207966429,7.855367882,5.099781812,6.27484841,6.490850221,6.335848824,5.517233665,4.559481728,
Gibraltar,GIB,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,0.436908149,0.629427404,0.657636533,0.506984007,0.669762681,1.285950488,0.599459553,0.082950518,0.006207106,0.020818932,0.614468899,0.457240138,0.496324792,1.833205778,0.331913252,0.05918595,1.017074291,2.291232378,2.670231303,3.574989252,2.962071801,6.143028628,5.483489,1.355237358,1.478813385,14.09050364,7.928206496,0.00226822,-0.840221283,0.605767934,18.8107698,5.594271749,3.234189481,
