country_iso,year,foreign_investment
SSA,1975,0.896072579
SSF,1975,0.899483215
SST,1975,2.612525118
SUR,1975,0.249194415
SWE,1975,0.09757731800000001
SWZ,1975,5.018709094
SYC,1975,9.580959388
SYR,1975,0.0020506870000000003
TCD,1975,2.347900835
TEC,1975,0.255412349
TGO,1975,0.8442932890000001
THA,1975,0.575338838
TLA,1975,0.824051587
TMN,1975,0.572536984
TON,1975,0.0
TSA,1975,0.012295751
TSS,1975,0.899483215
TTO,1975,3.80559272
TUN,1975,1.039594579
TUR,1975,0.255412349
UGA,1975,0.088999812
UMC,1975,0.782131439
URY,1975,0.639858314
USA,1975,0.137099799
VEN,1975,1.5219563409999999
WLD,1975,0.487769241
ZAF,1975,0.493152466
ZMB,1975,1.4511201630000001
ZWE,1975,0.6604441560000001
AFG,1976,0.001565217
ARB,1976,0.072791149
ARE,1976,0.257273417
ARG,1976,0.478175477
AUS,1976,0.998190542
AUT,1976,0.212360453
BDI,1976,0.017840706
BEL,1976,1.2259068990000002
BEN,1976,0.351140017
BFA,1976,0.20992320899999997
BGD,1976,0.053572592999999995
BHS,1976,2.273789129
BOL,1976,-0.296487826
BRA,1976,1.018483208
BRB,1976,1.582890945
BRN,1976,-2.1706723930000003
BWA,1976,3.0294882419999998
CAF,1976,0.82012189
CAN,1976,1.186355813
CHL,1976,-0.00966938
CIV,1976,0.960520895
CMR,1976,0.533057282
COD,1976,2.471140005
COG,1976,0.315419954
COL,1976,0.162957709
CRI,1976,2.5678999680000003
CSS,1976,2.1204231559999998
CYP,1976,5.624094962000001
DEU,1976,0.254229652
DNK,1976,-0.42690264200000005
DOM,1976,1.51841073
DZA,1976,1.0548078509999999
EAR,1976,0.158664523
EAS,1976,0.400225754
ECA,1976,0.019500728999999998
ECS,1976,0.412008718
ECU,1976,-0.218875557
EGY,1976,0.458095934
EMU,1976,0.326900178
ESP,1976,0.403032124
EUU,1976,0.411607283
FCS,1976,0.65119285
FIN,1976,0.182056688
FJI,1976,1.0553559209999999
FRA,1976,0.26252292899999996
GAB,1976,1.285966365
GBR,1976,1.292355806
GHA,1976,-0.660372191
GMB,1976,0.8022143359999999
GRC,1976,0.97904395
GTM,1976,0.28634915
GUY,1976,1.10245577
HIC,1976,0.315848649
HKG,1976,1.9831824409999999
HND,1976,0.38946589
HPC,1976,0.8100328859999999
HTI,1976,0.8850967009999999
IBD,1976,0.459919509
IBT,1976,0.493499188
IDA,1976,0.698334397
IDB,1976,0.7398212670000001
IDN,1976,2.005921431
IDX,1976,0.6608524920000001
IND,1976,-0.007502573
IRL,1976,1.824390647
IRN,1976,-0.149275673
IRQ,1976,0.0076035669999999994
ISL,1976,0.269139101
ISR,1976,0.309554171
ITA,1976,0.048610213
JAM,1976,-0.020229195
JOR,1976,-0.44070606700000003
JPN,1976,0.019277952
KEN,1976,1.3346175009999999
KOR,1976,0.272000666
KWT,1976,-0.0038837409999999996
LAC,1976,0.490007949
LCN,1976,0.50708314
LDC,1976,0.8046288290000001
LIC,1976,0.9249640290000001
LKA,1976,2.78e-05
LMC,1976,0.594965454
LMY,1976,0.487183704
LSO,1976,0.0
MAR,1976,0.396636899
MDG,1976,0.063297117
MEA,1976,0.032125569
MEX,1976,0.821615274
MIC,1976,0.469773525
MLI,1976,0.27402876600000003
MLT,1976,2.67326153
MNA,1976,0.205261368
MRT,1976,0.296484216
MUS,1976,0.44642690100000004
MWI,1976,1.447075163
MYS,1976,3.4502742810000004
NAC,1976,0.257728522
NER,1976,0.928972703
NGA,1976,0.9336558159999999
NIC,1976,0.698100539
NLD,1976,0.53229377
NOR,1976,1.033299414
NPL,1976,-0.002753317
NZL,1976,2.04074546
OED,1976,0.322026871
OMN,1976,3.177654651
OSS,1976,0.724506412
PAK,1976,0.061630164
PER,1976,0.450779471
PHL,1976,0.8977887529999999
PNG,1976,1.377784928
PRE,1976,0.806759874
PRT,1976,0.30983925100000004
PRY,1976,1.294909585
PSS,1976,1.51274791
PST,1976,0.323018356
PYF,1976,0.061451387999999996
QAT,1976,0.006089575
RWA,1976,0.918849354
SAS,1976,0.0044367140000000005
SAU,1976,-0.619633531
SDN,1976,0.08367561400000001
SEN,1976,1.24975423
