country_iso,year,school_enrollment_tertiary
CHL,1976,12.17424011
CHN,1976,0.565069973
CIV,1976,1.304200053
COD,1976,1.200710058
COG,1976,2.423990011
COL,1976,7.528150082000001
CSS,1976,6.065790176
CUB,1976,10.56581974
CZE,1976,11.37895966
DJI,1976,0.0
DNK,1976,30.04233932
EAP,1976,2.031009912
EAR,1976,6.233709812000001
EAS,1976,4.023200035
ECA,1976,31.52490044
ECS,1976,26.97750092
ECU,1976,24.61348915
EGY,1976,13.74670982
EMU,1976,25.07061005
ESP,1976,19.50148964
EUU,1976,21.9675808
FCS,1976,3.3605299
FIN,1976,27.59320068
FRA,1976,24.7860508
GAB,1976,2.146300077
GBR,1976,19.18024063
GHA,1976,1.085330009
GIN,1976,2.942369938
GRC,1976,16.99448967
GTM,1976,4.172979832
GUY,1976,3.465199947
HIC,1976,31.42904091
HKG,1976,10.04883957
HND,1976,4.922299862
HPC,1976,1.8551700119999999
HTI,1976,0.6349400279999999
HUN,1976,11.71348953
IBD,1976,7.677750111
IBT,1976,6.854959965
IDA,1976,2.789410114
IDB,1976,3.49815011
IDN,1976,2.608799934
IDX,1976,2.461689949
IND,1976,4.967160225
IRL,1976,16.68671989
IRN,1976,4.494900227
IRQ,1976,7.803820132999999
ISL,1976,15.0983696
ITA,1976,25.1782093
JOR,1976,6.869840145
KEN,1976,0.7672899959999999
KOR,1976,8.303660393
KWT,1976,9.140950203
LAC,1976,11.48674011
LBY,1976,6.222539902
LCN,1976,11.76031971
LDC,1976,1.7746399640000001
LIC,1976,4.004290104
LMC,1976,6.00135994
LMY,1976,6.8463201520000005
LSO,1976,0.6298000220000001
LTE,1976,7.604119777999999
LUX,1976,1.7774300580000002
MAR,1976,2.786279917
MDG,1976,1.221770048
MEA,1976,8.291830062999999
MEX,1976,9.852609634
MIC,1976,7.0558900829999995
MKD,1976,18.82513046
MLI,1976,0.491230011
MLT,1976,8.741519927999999
MMR,1976,1.7739800209999999
MNA,1976,8.19754982
MNG,1976,22.19092941
MUS,1976,1.586930037
MWI,1976,0.412090003
NAC,1976,54.08797836
NER,1976,0.128910005
NGA,1976,0.819379985
NIC,1976,7.036709785
NLD,1976,25.4093399
NOR,1976,22.11005974
NZL,1976,24.95191956
OED,1976,29.54772949
OSS,1976,5.334609985
PAK,1976,2.178809881
PAN,1976,17.47475052
PER,1976,12.81268978
PHL,1976,17.12723923
POL,1976,16.61825943
PRE,1976,1.7570999859999998
PRT,1976,10.67794991
PSS,1976,3.033970118
PST,1976,33.19314957
QAT,1976,4.396409988
ROU,1976,8.605290412999999
RUS,1976,43.58882904
RWA,1976,0.257999986
SAS,1976,4.402190208
SAU,1976,3.9911100860000004
SLE,1976,0.659439981
SOM,1976,0.567669988
SSA,1976,1.68532002
SSF,1976,1.6849999430000002
SST,1976,5.36383009
SWE,1976,29.51563072
SWZ,1976,2.192640066
SYR,1976,9.762109756000001
TCD,1976,0.14812999999999998
TEA,1976,1.61879003
TEC,1976,29.91031075
TGO,1976,1.130929947
THA,1976,3.3375399110000004
TLA,1976,11.57670975
TMN,1976,8.130419731
