country_iso,year,creative_svc_audiovisual,creative_svc_other_personal_cultural_recreational,creative_svc_advertising_mktresearch_polling,creative_svc_architectural_engineering_technical,creative_svc_personal_cultural_recreational,creative_svc_research
CAF,2010,,,,,,0.798331395
CAF,2010,,,,,0.922097434,
CAF,2010,0.833026204,,,,,
CAF,2010,,0.089069083,,,,
COD,2010,,,,,0.308800824,
COD,2010,,0.308800824,,,,
DNK,2010,,,1.096602689,,,
DNK,2010,,,,2.123575385,,
DNK,2010,,,,,,1.359650224
DNK,2010,,,,,0.948458582,
DNK,2010,0.471651447,,,,,
DNK,2010,,0.476809212,,,,
DOM,2010,,,0.360891752,,,
ECU,2010,,,,,4.511189347,
ECU,2010,4.511189347,,,,,
EGY,2010,,,0.59688327,,,
EGY,2010,,,,,0.41500399,
EGY,2010,,0.41500399,,,,
SLV,2010,,,0.085042726,,,
SLV,2010,,,,,0.001024611,
SLV,2010,,0.001024611,,,,
EST,2010,,,2.652764611,,,
EST,2010,,,,0.881440913,,
EST,2010,,,,,,0.876858184
EST,2010,,,,,0.322184206,
EST,2010,0.275353621,,,,,
ETH,2010,,,0.019826419,,,
ETH,2010,,,,0.019202666,,
ETH,2010,,,,,,0.002717779
ETH,2010,,,,,0.002049473,
ETH,2010,0.002049473,,,,,
FRO,2010,,,0.070274437,,,
FRO,2010,,,,0.783507534,,
FRO,2010,,,,,,0.055590227
FRO,2010,,,,,4.51696813,
FRO,2010,0.151037597,,,,,
FRO,2010,,4.365406097,,,,
FJI,2010,,,,,0.145280936,
FJI,2010,0.145280936,,,,,
FIN,2010,,,0.650663914,,,
FIN,2010,,,,1.21068935,,
FIN,2010,,,,,,1.356262708
FIN,2010,,,,,0.033008104,
FIN,2010,0.014959493,,,,,
FRA,2010,,,1.593504599,,,
FRA,2010,,,,2.097333171,,
FRA,2010,,,,,,2.911316738
FRA,2010,,,,,1.842317474,
FRA,2010,0.843620123,,,,,
FRA,2010,,0.999386407,,,,
PYF,2010,,,,,0.765897768,
PYF,2010,0.120352189,,,,,
PYF,2010,,0.645656708,,,,
GEO,2010,,,,,0.855060585,
GEO,2010,0.179950207,,,,,
DEU,2010,,,2.414946474,,,
DEU,2010,,,,5.239998748,,
DEU,2010,,,,,,5.216067121
DEU,2010,,,,,0.454162248,
DEU,2010,0.454162248,,,,,
GRC,2010,,,0.456626712,,,
GRC,2010,,,,,0.501094181,
GRC,2010,,0.138455769,,,,
GTM,2010,,,0.632800908,,,
GTM,2010,,,,,0.619708475,
GTM,2010,,0.619708475,,,,
GIN,2010,,,,0.44864605,,
GIN,2010,,,,,8.107675052,
GIN,2010,8.107675052,,,,,
GNB,2010,,,11.888096,,,
HND,2010,,,,,1.199314853,
HND,2010,,1.199314853,,,,
HUN,2010,,,2.3883858,,,
HUN,2010,,,,1.758216245,,
HUN,2010,,,,,,2.581299791
HUN,2010,,,,,6.506439461,
HUN,2010,6.111934149,,,,,
HUN,2010,,0.394527226,,,,
ISL,2010,,,0.132756079,,,
ISL,2010,,,,0.79625538,,
ISL,2010,,,,,,0.784128237
ISL,2010,,,,,0.838015881,
ISL,2010,0.670444581,,,,,
ISL,2010,,0.167531265,,,,
IND,2010,,,,,0.26371438,
IND,2010,0.187027393,,,,,
IDN,2010,,,,,0.621598731,
IRN,2010,,,,,1.750784835,
IRQ,2010,,,0.423235636,,,
IRQ,2010,,,,0.744189327,,
IRQ,2010,,,,,,0.059958382
IRQ,2010,,,,,0.105808909,
IRQ,2010,0.102281946,,,,,
IRQ,2010,,0.003526964,,,,
IRL,2010,,,0.493870615,,,
IRL,2010,,,,0.489832789,,
IRL,2010,,,,,,0.565191993
IRL,2010,,,,,0.33911534,
IRL,2010,0.33911534,,,,,
ITA,2010,,,2.183407234,,,
ITA,2010,,,,2.382415972,,
ITA,2010,,,,,,2.127232985
ITA,2010,,,,,0.35340323,
ITA,2010,0.134249964,,,,,
ITA,2010,,0.219044867,,,,
JAM,2010,,,,,1.416238297,
JPN,2010,,,,,,2.895827822
JPN,2010,,,,,0.105629381,
JPN,2010,0.062263789,,,,,
KAZ,2010,,,0.92115008,,,
KAZ,2010,,,,1.800285427,,
KAZ,2010,,,,,,0.748788579
KAZ,2010,,,,,0.042743583,
KAZ,2010,0.016246323,,,,,
KAZ,2010,,0.02649726,,,,
KEN,2010,,,,,0.055687994,
KEN,2010,,0.055687994,,,,
IRN,2010,,,0.309798997,,,
IRN,2010,,,,0.464583925,,
IRN,2010,,,,,,0.398362098
IRN,2010,,,,,0.729471234,
IRN,2010,0.216080218,,,,,
IRN,2010,,0.513391016,,,,
KGZ,2010,,,0.778786086,,,
KGZ,2010,,,,1.225744088,,
KGZ,2010,,,,,9.826439485,
KGZ,2010,,9.826439485,,,,
LVA,2010,,,5.174169317,,,
LVA,2010,,,,0.870908396,,
LVA,2010,,,,,,0.665974386
LVA,2010,,,,,0.307369572,
LVA,2010,0.153684773,,,,,
LVA,2010,,0.153680126,,,,
LBN,2010,,,0.988933347,,,
LBN,2010,,,,3.26544006,,
LBN,2010,,,,,,0.180015457
LBN,2010,,,,,1.261512665,
LBN,2010,0.607254887,,,,,
LBN,2010,,0.654257779,,,,
LSO,2010,,,0.03910164,,,
LTU,2010,,,2.151918341,,,
LTU,2010,,,,0.29862149,,
LTU,2010,,,,,,0.334833594
LTU,2010,,,,,0.399072155,
LTU,2010,0.013216024,,,,,
LTU,2010,,0.385863075,,,,
LUX,2010,,,1.207764944,,,
LUX,2010,,,,0.290154145,,
LUX,2010,,,,,,0.572208464
LUX,2010,,,,,3.129387622,
LUX,2010,3.114641056,,,,,
LUX,2010,,0.014745919,,,,
MDG,2010,,,,,0.099139508,
MWI,2010,,,,,0.747817331,
MWI,2010,0.7475435,,,,,
MYS,2010,,,,,0.350482482,
MLI,2010,,,0.444605445,,,
MLI,2010,,,,0.235333363,,
MLI,2010,,,,,,0.07896568
MLI,2010,,,,,0.170440774,
MLI,2010,,0.170440774,,,,
MLT,2010,,,0.30696873,,,
MLT,2010,,,,0.599993433,,
MLT,2010,,,,,42.12886996,
MUS,2010,,,,,0.537051508,
MUS,2010,0.051723767,,,,,
MUS,2010,,0.485327741,,,,
MEX,2010,,,,,0.527443547,
MEX,2010,0.527443547,,,,,
MNG,2010,,,,,0.059258528,
MNG,2010,,0.059258528,,,,
MNE,2010,,,0.982639563,,,
MNE,2010,,,,0.425015363,,
MNE,2010,,,,,,0.352848664
MNE,2010,,,,,1.507616922,
MNE,2010,0.09288683,,,,,
MNE,2010,,1.414831166,,,,
MAR,2010,,,0.332647823,,,
MAR,2010,,,,,0.292449822,
MAR,2010,0.262231575,,,,,
MAR,2010,,0.030210276,,,,
MOZ,2010,,,,14.50137794,,
MOZ,2010,,,,,0.203812172,
MOZ,2010,,0.203812172,,,,
NAM,2010,,,,0.542770033,,
NLD,2010,,,0.650250457,,,
NLD,2010,,,,0.974114718,,
NLD,2010,,,,,,2.471265452
NLD,2010,,,,,0.592273658,
NLD,2010,0.389501113,,,,,
NLD,2010,,0.202771611,,,,
NCL,2010,,,,,0.32526874,
NCL,2010,0.064808417,,,,,
NCL,2010,,0.260255881,,,,
NZL,2010,,,0.543038905,,,
NZL,2010,,,,,,0.942337758
NZL,2010,,,,,3.841239418,
NIC,2010,,,,,0,
NGA,2010,,,,,0,
NOR,2010,,,,,0.99353204,
NOR,2010,0.535953022,,,,,
PAK,2010,,,0.364022448,,,
PAK,2010,,,,0.879720916,,
PAK,2010,,,,,,0.07583801
PAK,2010,,,,,0.060670408,
PAK,2010,,0.060670408,,,,
PAN,2010,,,0.033764229,,,
PAN,2010,,,,,0.162389864,
PAN,2010,,0.162389864,,,,
PNG,2010,,,,,,1.99026452
PNG,2010,,,,,0,
PRY,2010,,,,1.377765712,,
PRY,2010,,,,,0.95018325,
PRY,2010,,0.95018325,,,,
PER,2010,,,,,0.104935403,
PER,2010,,0.104935403,,,,
PHL,2010,,,,,0.290883292,
PHL,2010,0.19155729,,,,,
POL,2010,,,5.354523371,,,
POL,2010,,,,2.783091419,,
POL,2010,,,,,,1.719685066
POL,2010,,,,,0.940863721,
POL,2010,0.184322842,,,,,
POL,2010,,0.756541353,,,,
PRT,2010,,,1.372332305,,,
PRT,2010,,,,3.386998651,,
PRT,2010,,,,,,0.227044709
PRT,2010,,,,,1.541576425,
PRT,2010,0.499883095,,,,,
PRT,2010,,1.041691844,,,,
MDA,2010,,,2.987248504,,,
MDA,2010,,,,0.486927218,,
MDA,2010,,,,,0.009995573,
MDA,2010,0.009995573,,,,,
ROU,2010,,,3.800276114,,,
ROU,2010,,,,5.086142361,,
ROU,2010,,,,,,1.149753466
ROU,2010,,,,,1.08170814,
ROU,2010,0.787990214,,,,,
ROU,2010,,0.293704472,,,,
RUS,2010,,,5.800343165,,,
RUS,2010,,,,7.167351185,,
RUS,2010,,,,,,0.807757704
RUS,2010,,,,,1.051012248,
RUS,2010,0.799350493,,,,,
RUS,2010,,0.251670628,,,,
RWA,2010,,,,0.030287603,,
RWA,2010,,,,,,0.005477545
RWA,2010,,,,,0.000644417,
RWA,2010,0.000644417,,,,,
WSM,2010,,,,,0.744187247,
SEN,2010,,,0.174790612,,,
SRB,2010,,,4.918421,,,
SRB,2010,,,,2.626608395,,
SRB,2010,,,,,,1.313375099
SRB,2010,,,,,4.396162256,
SRB,2010,,3.687315007,,,,
SLE,2010,,,0.149927535,,,
SGP,2010,,,0.834727857,,,
SGP,2010,,,,2.090241119,,
SGP,2010,,,,,,0.445116256
SGP,2010,,,,,0.535756759,
SVK,2010,,,1.198632961,,,
SVK,2010,,,,1.075810734,,
SVK,2010,,,,,,1.034869992
SVK,2010,,,,,1.199545558,
SVK,2010,0.127369259,,,,,
SVK,2010,,1.072170031,,,,
SVN,2010,,,4.029556321,,,
SVN,2010,,,,1.13344204,,
SVN,2010,,,,,,0.56304882
SVN,2010,,,,,0.869676551,
SVN,2010,0.166443918,,,,,
SVN,2010,,0.703230343,,,,
SLB,2010,,,,,0.183096872,
ZAF,2010,,,,,0.477273539,
ESP,2010,,,1.842974195,,,
ESP,2010,,,,2.872057014,,
ESP,2010,,,,,,0.896984934
ESP,2010,,,,,1.426440822,
ESP,2010,0.580590178,,,,,
ESP,2010,,0.845850684,,,,
PSE,2010,,,,,0.664220678,
PSE,2010,,0.664220678,,,,
SDN,2010,,,,,0.652066978,
SDN,2010,,0.652066978,,,,
SWZ,2010,,,0.074183112,,,
SWZ,2010,,,,7.480065716,,
SWZ,2010,,,,,,2.721471544
SWZ,2010,,,,,0.642014052,
SWZ,2010,0.588804176,,,,,
SWZ,2010,,0.053209876,,,,
SWE,2010,,,1.974636879,,,
SWE,2010,,,,2.82392776,,
SWE,2010,,,,,,4.778316265
SWE,2010,,,,,0.645513202,
SWE,2010,0.284766243,,,,,
SWE,2010,,0.360965218,,,,
CHE,2010,,,,,0.003295902,
SYR,2010,,,,,0.70926928,
SYR,2010,,0.70926928,,,,
TJK,2010,,,,0.146518171,,
MKD,2010,,,3.321375354,,,
MKD,2010,,,,5.31448891,,
MKD,2010,,,,,,0.55472702
MKD,2010,,,,,2.330667054,
MKD,2010,0.73530486,,,,,
MKD,2010,,1.595311512,,,,
THA,2010,,,,,0.353072271,
TGO,2010,,,0.038411212,,,
TGO,2010,,,,0.004996581,,
TGO,2010,,,,,,0.035912922
TGO,2010,,,,,0.00249829,
TGO,2010,,0.00249829,,,,
TUN,2010,,,,,0.167278177,
TUN,2010,,0.167278177,,,,
TUR,2010,,,,,2.605414814,
TUR,2010,0,,,,,
TUR,2010,,2.605413651,,,,
UGA,2010,,,,,0,
UGA,2010,0,,,,,
UKR,2010,,,,,0.683274882,
UKR,2010,0.193493772,,,,,
MNE,2010,,,1.686481008,,,
MNE,2010,,,,3.719736896,,
MNE,2010,,,,,,3.334238552
MNE,2010,,,,,1.47610425,
MNE,2010,0.669275145,,,,,
MNE,2010,,0.806829181,,,,
TZA,2010,,,,,0.060613556,
TZA,2010,,0.060613556,,,,
USA,2010,,,0.792691887,,,
USA,2010,,,,1.146159518,,
USA,2010,,,,,,3.849856648
USA,2010,,,,,0.181119772,
USA,2010,,0.181119772,,,,
URY,2010,,,,,0.058725308,
URY,2010,,0.058725308,,,,
VUT,2010,,,,,0.043729829,
VUT,2010,,0.043729829,,,,
VEN,2010,,,,3.713670614,,
VEN,2010,,,,,0.322927879,
VEN,2010,0.269106566,,,,,
VEN,2010,,0.053821313,,,,
ZWE,2010,,,,,0.745272887,
ALB,2011,,,0.869112053,,,
ALB,2011,,,,1.300713591,,
ALB,2011,,,,,,0.085639134
ALB,2011,,,,,1.269732496,
ALB,2011,0.055437695,,,,,
ALB,2011,,1.214294801,,,,
DZA,2011,,,2.494805499,,,
DZA,2011,,,,4.643908427,,
DZA,2011,,,,,0.15504577,
DZA,2011,0.039517274,,,,,
DZA,2011,,0.115528496,,,,
AGO,2011,,,,,2.076857947,
AGO,2011,,2.076857947,,,,
ARG,2011,,,3.944505142,,,
ARG,2011,,,,2.866852415,,
ARG,2011,,,,,,3.004289453
ARG,2011,,,,,2.212205119,
ARG,2011,2.122120392,,,,,
ARG,2011,,0.090091135,,,,
ARM,2011,,,,,2.335736029,
ARM,2011,0.547896185,,,,,
ABW,2011,,,,,0.186552477,
AUS,2011,,,,,,1.006407484
AUS,2011,,,,,1.687192444,
AUS,2011,0.385382,,,,,
AUT,2011,,,1.751512102,,,
AUT,2011,,,,5.964241979,,
AUT,2011,,,,,,3.707747969
AUT,2011,,,,,0.491333424,
AUT,2011,0.14103089,,,,,
AUT,2011,,0.350303075,,,,
AZE,2011,,,0.408465089,,,
AZE,2011,,,,,,0.024526941
AZE,2011,,,,,0.442583163,
AZE,2011,,0.442583163,,,,
BGD,2011,,,,,0.093017821,
BGD,2011,0.038856253,,,,,
BLR,2011,,,,,0.378136167,
BEL,2011,,,4.332823309,,,
BEL,2011,,,,1.816991129,,
BEL,2011,,,,,,3.912062688
BEL,2011,,,,,0.783286016,
BEL,2011,0.628958288,,,,,
BEL,2011,,0.15432749,,,,
BLZ,2011,,,,,0,
BMU,2011,,,,,,0.530838815
BMU,2011,,,,,0.127107145,
BOL,2011,,,,,0.188917191,
BOL,2011,0.175057437,,,,,
BOL,2011,,0.013859754,,,,
BIH,2011,,,,,0.080328955,
BIH,2011,0.080328955,,,,,
BWA,2011,,,0.094193648,,,
BWA,2011,,,,0.524351089,,
BWA,2011,,,,,,0.842520599
BRA,2011,,,1.553917093,,,
BRA,2011,,,,19.27707463,,
BRA,2011,,,,,,1.20038105
BRA,2011,,,,,0.140544991,
BRA,2011,0.035075398,,,,,
BRA,2011,,0.105469593,,,,
BGR,2011,,,1.646087248,,,
BGR,2011,,,,0.995308569,,
BGR,2011,,,,,,2.347046842
BGR,2011,,,,,0.750760076,
BGR,2011,0.555646962,,,,,
BGR,2011,,0.195130069,,,,
BDI,2011,,,,,0.040292975,
CPV,2011,,,0.000520275,,,
CPV,2011,,,,0.06191274,,
CPV,2011,,,,,0.016475379,
CPV,2011,0.004162201,,,,,
CPV,2011,,0.012313178,,,,
KHM,2011,,,,,0.090392866,
KHM,2011,,0.090392866,,,,
CAN,2011,,,1.24602154,,,
CAN,2011,,,,6.457625375,,
CAN,2011,,,,,,5.541809217
CAN,2011,,,,,3.09983437,
CAN,2011,2.668156223,,,,,
CAN,2011,,0.431677583,,,,
CHL,2011,,,,,0.20029543,
CHN,2011,,,2.27745281,,,
CHN,2011,,,,,0.069592051,
CHN,2011,0.069592051,,,,,
HKG,2011,,,0.620030605,,,
HKG,2011,,,,0.405777184,,
HKG,2011,,,,,0.399903858,
HKG,2011,0.093314525,,,,,
HKG,2011,,0.306698426,,,,
STP,2011,,,,,0.296167247,
STP,2011,0.222125436,,,,,
COL,2011,,,0.931266652,,,
COL,2011,,,,3.783979907,,
COL,2011,,,,,1.774420756,
COL,2011,0.711572149,,,,,
COL,2011,,1.062848607,,,,
COM,2011,,,,,0,
CRI,2011,,,0.031780835,,,
CRI,2011,,,,0.007855036,,
CRI,2011,,,,,,0.195514253
CRI,2011,,,,,0.002865485,
CRI,2011,0.002504795,,,,,
CRI,2011,,0.00036069,,,,
HRV,2011,,,2.453743481,,,
HRV,2011,,,,2.916976426,,
HRV,2011,,,,,,0.91312401
HRV,2011,,,,,0.452868534,
HRV,2011,0.156871856,,,,,
HRV,2011,,0.295988872,,,,
CUW,2011,,,,,0.009532656,
CYP,2011,,,1.101881384,,,
CYP,2011,,,,0.143721661,,
CYP,2011,,,,,,0.111786067
CYP,2011,,,,,0.526988181,
CYP,2011,0.079846693,,,,,
CYP,2011,,0.447144267,,,,
CAF,2011,,,3.3285995,,,
CAF,2011,,,,4.067071175,,
CAF,2011,,,,,,1.04259489
CAF,2011,,,,,1.104403628,
CAF,2011,0.93876205,,,,,
CAF,2011,,0.165643528,,,,
COD,2011,,,,,0.130788613,
COD,2011,,0.130788613,,,,
DNK,2011,,,0.969977197,,,
DNK,2011,,,,2.095326281,,
DNK,2011,,,,,,2.470630679
DNK,2011,,,,,0.845341316,
DNK,2011,0.331987727,,,,,
DNK,2011,,0.513350896,,,,
DOM,2011,,,0.278963529,,,
ECU,2011,,,,,5.166900792,
ECU,2011,5.166900792,,,,,
EGY,2011,,,0.797822316,,,
EGY,2011,,,,,0.561662731,
EGY,2011,,0.561662731,,,,
SLV,2011,,,0.013044394,,,
SLV,2011,,,,,0,
EST,2011,,,2.579009045,,,
EST,2011,,,,1.14017988,,
EST,2011,,,,,,0.914302148
EST,2011,,,,,0.363714025,
EST,2011,0.277971741,,,,,
ETH,2011,,,0.020074548,,,
ETH,2011,,,,0.024237635,,
FRO,2011,,,,,4.020053347,
FRO,2011,0,,,,,
FIN,2011,,,0.53332354,,,
FIN,2011,,,,1.011958211,,
FIN,2011,,,,,,1.586309192
FIN,2011,,,,,0.259971136,
FIN,2011,0.200757709,,,,,
FRA,2011,,,1.56130958,,,
FRA,2011,,,,2.065437691,,
FRA,2011,,,,,,2.866839534
FRA,2011,,,,,1.843101067,
FRA,2011,0.831748902,,,,,
FRA,2011,,1.011352086,,,,
PYF,2011,,,,,0.39236574,
PYF,2011,0.016093329,,,,,
PYF,2011,,0.376272411,,,,
GEO,2011,,,,,0.858148941,
GEO,2011,0.20664593,,,,,
DEU,2011,,,2.074209377,,,
DEU,2011,,,,5.165569061,,
DEU,2011,,,,,,5.475913058
DEU,2011,,,,,0.342375836,
DEU,2011,0.342375836,,,,,
GRC,2011,,,,,,0.363938294
GRC,2011,,,,,0.543112674,
GRC,2011,,0.119193117,,,,
GTM,2011,,,0.622975563,,,
GTM,2011,,,,,0.011192701,
GTM,2011,,0.011192701,,,,
GIN,2011,,,0.025846472,,,
GIN,2011,,,,0.542775911,,
GIN,2011,,,,,4.251744637,
GIN,2011,4.251744637,,,,,
HND,2011,,,,,0.586829906,
HND,2011,,0.586829906,,,,
HUN,2011,,,1.821605088,,,
HUN,2011,,,,1.972374391,,
HUN,2011,,,,,,2.438137326
HUN,2011,,,,,6.12143068,
HUN,2011,5.645667792,,,,,
HUN,2011,,0.475760605,,,,
ISL,2011,,,0.11417934,,,
ISL,2011,,,,1.195582311,,
ISL,2011,,,,,,0.37645501
ISL,2011,,,,,0.717195093,
ISL,2011,0.38021279,,,,,
ISL,2011,,0.336946937,,,,
IND,2011,,,,,0.248855585,
IND,2011,0.100960212,,,,,
IDN,2011,,,,,0.766430205,
IRQ,2011,,,0.10608954,,,
IRQ,2011,,,,0.774453639,,
IRQ,2011,,,,,,0.003536318
IRQ,2011,,,,,0.109625858,
IRQ,2011,0.109625858,,,,,
IRL,2011,,,,0.454277876,,
IRL,2011,,,,,0.311855417,
IRL,2011,0.311855417,,,,,
ITA,2011,,,1.626649328,,,
ITA,2011,,,,3.134888575,,
ITA,2011,,,,,,2.285104795
ITA,2011,,,,,0.279837468,
ITA,2011,0.063637344,,,,,
ITA,2011,,0.216070102,,,,
JAM,2011,,,,,1.42370268,
JPN,2011,,,,,,2.896574651
JPN,2011,,,,,0.109511139,
JPN,2011,0.062366218,,,,,
KAZ,2011,,,0.759620013,,,
KAZ,2011,,,,2.213340372,,
KAZ,2011,,,,,,0.310408844
KAZ,2011,,,,,0.022823201,
KAZ,2011,0.019518384,,,,,
KAZ,2011,,0.003326997,,,,
KEN,2011,,,,,0.194110297,
KEN,2011,,0.194110297,,,,
IRN,2011,,,0.360182747,,,
IRN,2011,,,,0.599744691,,
IRN,2011,,,,,,0.370995578
IRN,2011,,,,,0.97567428,
IRN,2011,0.284702889,,,,,
IRN,2011,,0.690971391,,,,
KGZ,2011,,,0.17868253,,,
KGZ,2011,,,,0.776230569,,
KGZ,2011,,,,,8.443555209,
KGZ,2011,,8.443555209,,,,
LVA,2011,,,4.407837455,,,
LVA,2011,,,,1.424764783,,
LVA,2011,,,,,,0.356196775
LVA,2011,,,,,0.489755814,
LVA,2011,0.267142404,,,,,
LVA,2011,,0.222609036,,,,
LBN,2011,,,0.99085201,,,
LBN,2011,,,,2.084114574,,
LBN,2011,,,,,,0.149765049
LBN,2011,,,,,0.841380836,
LBN,2011,0.407620557,,,,,
LBN,2011,,0.433760279,,,,
LSO,2011,,,0.052669279,,,
LTU,2011,,,2.11545891,,,
LTU,2011,,,,0.20255621,,
LTU,2011,,,,,,0.139555384
LTU,2011,,,,,0.401371108,
LTU,2011,0.021162818,,,,,
LTU,2011,,0.380235072,,,,
LUX,2011,,,1.273511603,,,
LUX,2011,,,,0.466947371,,
LUX,2011,,,,,,0.603652482
LUX,2011,,,,,3.939857318,
LUX,2011,3.906462077,,,,,
LUX,2011,,0.033199552,,,,
MDG,2011,,,,,0.155969459,
MWI,2011,,,,,0.924935583,
MWI,2011,0.924208761,,,,,
MYS,2011,,,,,0.443566525,
MLT,2011,,,0.296187073,,,
MLT,2011,,,,0.548436621,,
MLT,2011,,,,,42.65298422,
MUS,2011,,,,,1.065656658,
MUS,2011,0.188843607,,,,,
MUS,2011,,0.876813051,,,,
MEX,2011,,,,,0.522954431,
MEX,2011,0.522954431,,,,,
MNG,2011,,,,,0.02734627,
MNG,2011,,0.02734627,,,,
MNE,2011,,,0.682876578,,,
MNE,2011,,,,0.629411114,,
MNE,2011,,,,,,0.369405495
MNE,2011,,,,,1.406533344,
MNE,2011,0.061212849,,,,,
MNE,2011,,1.345320495,,,,
MAR,2011,,,1.144487972,,,
MAR,2011,,,,,0.274974755,
MAR,2011,0.224334138,,,,,
MAR,2011,,0.050640617,,,,
MOZ,2011,,,,6.454356534,,
MOZ,2011,,,,,,0.149435497
MOZ,2011,,,,,0.566597954,
MOZ,2011,0.011871044,,,,,
MOZ,2011,,0.55486657,,,,
NAM,2011,,,,0.588817029,,
NLD,2011,,,0.54006646,,,
NLD,2011,,,,1.090686463,,
NLD,2011,,,,,,2.457976896
NLD,2011,,,,,0.571847147,
NLD,2011,0.378010233,,,,,
NLD,2011,,0.193837018,,,,
NCL,2011,,,,,0.524805674,
NCL,2011,0.077884316,,,,,
NCL,2011,,0.446921358,,,,
NZL,2011,,,0.546236747,,,
NZL,2011,,,,1.225123511,,
NZL,2011,,,,,,0.928599507
NZL,2011,,,,,2.473663676,
NIC,2011,,,,,0,
NGA,2011,,,,,0,
NOR,2011,,,,,1.045079282,
NOR,2011,0.561534759,,,,,
PAK,2011,,,0.427112202,,,
PAK,2011,,,,0.553936554,,
PAK,2011,,,,,,0.136505298
PAK,2011,,,,,0.083517992,
PAK,2011,0.043841986,,,,,
PAK,2011,,0.039676006,,,,
PAN,2011,,,0.041316623,,,
PAN,2011,,,,,0.145985402,
PAN,2011,,0.145985402,,,,
PNG,2011,,,,,0.057007958,
PRY,2011,,,,1.106160059,,
PRY,2011,,,,,0,
PER,2011,,,,,0.12143839,
PER,2011,,0.12143839,,,,
PHL,2011,,,,,0.338543136,
PHL,2011,0.174913954,,,,,
POL,2011,,,5.117277883,,,
POL,2011,,,,2.483121972,,
POL,2011,,,,,,1.955391528
POL,2011,,,,,1.400687652,
POL,2011,0.281397074,,,,,
POL,2011,,1.119290914,,,,
PRT,2011,,,1.518562114,,,
PRT,2011,,,,3.198612674,,
PRT,2011,,,,,,0.247924754
PRT,2011,,,,,1.250487371,
PRT,2011,0.43133933,,,,,
PRT,2011,,0.819149303,,,,
MDA,2011,,,2.282550739,,,
MDA,2011,,,,0.247314146,,
MDA,2011,,,,,,0.183783906
MDA,2011,,,,,0.038571931,
MDA,2011,0.038571931,,,,,
ROU,2011,,,4.727856515,,,
ROU,2011,,,,6.203076606,,
ROU,2011,,,,,,1.182771478
ROU,2011,,,,,1.244511559,
ROU,2011,0.552398442,,,,,
ROU,2011,,0.692131027,,,,
RUS,2011,,,6.654899981,,,
RUS,2011,,,,6.480429518,,
RUS,2011,,,,,,0.75655654
RUS,2011,,,,,0.892378918,
RUS,2011,0.562121038,,,,,
RUS,2011,,0.33025788,,,,
RWA,2011,,,,0.008826023,,
RWA,2011,,,,,,0.004645275
WSM,2011,,,,,0.832977636,
SRB,2011,,,4.616987684,,,
SRB,2011,,,,2.235154518,,
SRB,2011,,,,,,1.284721556
SRB,2011,,,,,3.889021909,
SRB,2011,,3.312280526,,,,
SLE,2011,,,0.042497078,,,
SGP,2011,,,1.207836369,,,
SGP,2011,,,,2.227622219,,
SGP,2011,,,,,,0.499175199
SGP,2011,,,,,0.463248198,
SVK,2011,,,1.509685976,,,
SVK,2011,,,,1.179116048,,
SVK,2011,,,,,,2.170825832
SVK,2011,,,,,1.285144281,
SVK,2011,0.290671357,,,,,
SVK,2011,,0.994466427,,,,
SVN,2011,,,3.87727832,,,
SVN,2011,,,,1.316135847,,
SVN,2011,,,,,,0.556249827
SVN,2011,,,,,1.045019473,
SVN,2011,0.224642711,,,,,
SVN,2011,,0.820371871,,,,
SLB,2011,,,,,10.08883203,
ZAF,2011,,,,,0.448321921,
ESP,2011,,,1.958521046,,,
ESP,2011,,,,2.887888719,,
ESP,2011,,,,,,0.906867245
ESP,2011,,,,,1.52905498,
ESP,2011,0.6681667,,,,,
ESP,2011,,0.860888202,,,,
SDN,2011,,,,,0.0673844,
SDN,2011,,0.0673844,,,,
SWE,2011,,,2.097120772,,,
SWE,2011,,,,3.093213534,,
SWE,2011,,,,,,4.376853744
SWE,2011,,,,,0.832486329,
SWE,2011,0.306346761,,,,,
SWE,2011,,0.526139689,,,,
CHE,2011,,,,,0.005617175,
TJK,2011,,,,0.197351172,,
MKD,2011,,,2.882932253,,,
MKD,2011,,,,4.28783606,,
MKD,2011,,,,,,0.562229378
MKD,2011,,,,,2.44238433,
MKD,2011,0.755798784,,,,,
MKD,2011,,1.68659885,,,,
THA,2011,,,,,0.221424448,
TTO,2011,,,,,0,
TUN,2011,,,,,0.188766065,
TUN,2011,,0.188766065,,,,
TUR,2011,,,,,3.250217556,
TUR,2011,0,,,,,
TUR,2011,,3.250218089,,,,
UGA,2011,,,,,0.264217143,
UGA,2011,0.245099606,,,,,
UGA,2011,,0.019117537,,,,
UKR,2011,,,,,0.494523025,
UKR,2011,0.19674572,,,,,
MNE,2011,,,1.80567859,,,
MNE,2011,,,,4.071638277,,
MNE,2011,,,,,,3.162527143
MNE,2011,,,,,1.568992965,
MNE,2011,0.696966814,,,,,
MNE,2011,,0.872026745,,,,
TZA,2011,,,,,0.067724868,
TZA,2011,,0.067724868,,,,
USA,2011,,,0.689760315,,,
USA,2011,,,,1.368491784,,
USA,2011,,,,,,3.844388385
USA,2011,,,,,0.14697552,
USA,2011,,0.14697552,,,,
URY,2011,,,,,0.044569949,
URY,2011,,0.044569949,,,,
VUT,2011,,,,,0.062506329,
VUT,2011,,0.062506329,,,,
VEN,2011,,,,3.813346714,,
VEN,2011,,,,,0.351229303,
VEN,2011,0.301053688,,,,,
VEN,2011,,0.050175615,,,,
