country_iso,year,creative_svc_audiovisual,creative_svc_other_personal_cultural_recreational,creative_svc_advertising_mktresearch_polling,creative_svc_architectural_engineering_technical,creative_svc_personal_cultural_recreational,creative_svc_research
NZL,2008,,,,,3.806359034,
NIC,2008,,,,,0,
NER,2008,,,,,0.86519207,
NGA,2008,,,,,0,
NOR,2008,,,0.626627277,,,
NOR,2008,,,,6.490419415,,
NOR,2008,,,,,,1.157183107
NOR,2008,,,,,1.241390444,
NOR,2008,0.628997211,,,,,
NOR,2008,,0.612392488,,,,
PAK,2008,,,0.633356791,,,
PAK,2008,,,,1.290171241,,
PAK,2008,,,,,,0.140745954
PAK,2008,,,,,0.070372977,
PAK,2008,0.046915318,,,,,
PAK,2008,,0.023457659,,,,
PNG,2008,,,,,,1.878344258
PNG,2008,,,,,0.060206819,
PNG,2008,,0.060206819,,,,
PRY,2008,,,,1.704436753,,
PRY,2008,,,,,0,
PER,2008,,,,,0.107268437,
PER,2008,,0.107268437,,,,
PHL,2008,,,0.102912422,,,
PHL,2008,,,,,,0.205824843
PHL,2008,,,,,0.216116085,
PHL,2008,0.082329937,,,,,
PHL,2008,,0.133786148,,,,
POL,2008,,,4.64653409,,,
POL,2008,,,,2.96577266,,
POL,2008,,,,,,1.012932434
POL,2008,,,,,0.579491117,
POL,2008,0.208474831,,,,,
POL,2008,,0.372194689,,,,
PRT,2008,,,1.431498959,,,
PRT,2008,,,,2.921153578,,
PRT,2008,,,,,,0.22042902
PRT,2008,,,,,1.134607431,
PRT,2008,0.3415577,,,,,
PRT,2008,,0.793105029,,,,
MDA,2008,,,1.798748697,,,
MDA,2008,,,,0.335339843,,
MDA,2008,,,,,0.041473125,
MDA,2008,0.041473125,,,,,
ROU,2008,,,4.838861201,,,
ROU,2008,,,,3.399613142,,
ROU,2008,,,,,,0.806474262
ROU,2008,,,,,0.614158821,
ROU,2008,0.294674238,,,,,
ROU,2008,,0.319484786,,,,
RUS,2008,,,5.56215122,,,
RUS,2008,,,,6.350843325,,
RUS,2008,,,,,,0.993114283
RUS,2008,,,,,0.760125365,
RUS,2008,0.510137089,,,,,
RUS,2008,,0.249988276,,,,
WSM,2008,,,,,0.38313889,
SEN,2008,,,0.191714769,,,
SEN,2008,,,,,0.036241123,
SEN,2008,,0.036241123,,,,
SRB,2008,,,5.324832313,,,
SRB,2008,,,,2.995907378,,
SRB,2008,,,,,,1.055708871
SRB,2008,,,,,3.598377214,
SRB,2008,,3.172673243,,,,
SLE,2008,,,0.193807918,,,
SGP,2008,,,0.314334519,,,
SGP,2008,,,,2.694634566,,
SGP,2008,,,,,,0.394235542
SGP,2008,,,,,0.205449943,
SVK,2008,,,0.924304194,,,
SVK,2008,,,,2.015795804,,
SVK,2008,,,,,,0.515787947
SVK,2008,,,,,1.481834869,
SVK,2008,0.109040578,,,,,
SVK,2008,,1.372791821,,,,
SVN,2008,,,3.761162269,,,
SVN,2008,,,,1.189945708,,
SVN,2008,,,,,,1.51098795
SVN,2008,,,,,0.58069155,
SVN,2008,0.177262037,,,,,
SVN,2008,,0.403406677,,,,
ZAF,2008,,,,,0.773087916,
ESP,2008,,,2.04811029,,,
ESP,2008,,,,3.279023978,,
ESP,2008,,,,,,0.849965365
ESP,2008,,,,,1.226817954,
ESP,2008,0.524316187,,,,,
ESP,2008,,0.703525562,,,,
PSE,2008,,,,,0.226365196,
PSE,2008,,0.226365196,,,,
SDN,2008,,,,,0.044639234,
SDN,2008,,0.044639234,,,,
SWZ,2008,,,6.392336319,,,
SWZ,2008,,,,10.49616282,,
SWZ,2008,,,,,,14.54523602
SWZ,2008,,,,,0.339648511,
SWZ,2008,0.004006339,,,,,
SWZ,2008,,0.335642172,,,,
SWE,2008,,,1.416836102,,,
SWE,2008,,,,2.85473502,,
SWE,2008,,,,,,5.099092047
SWE,2008,,,,,0.731544231,
SWE,2008,0.316372737,,,,,
SWE,2008,,0.415388441,,,,
CHE,2008,,,,,0.004999364,
SYR,2008,,,,,0.905936603,
SYR,2008,,0.905936603,,,,
TJK,2008,,,,0.620696878,,
MKD,2008,,,3.404437708,,,
MKD,2008,,,,5.574804854,,
MKD,2008,,,,,,0.589549209
MKD,2008,,,,,1.786023938,
MKD,2008,0.736951655,,,,,
MKD,2008,,1.049092737,,,,
THA,2008,,,,,0.368967333,
TGO,2008,,,0.064645351,,,
TGO,2008,,,,,,0.007771572
TGO,2008,,,,,0.009537839,
TGO,2008,,0.009537839,,,,
TON,2008,,,,,2.307072073,
TON,2008,0.512393685,,,,,
TON,2008,,1.794678388,,,,
TUN,2008,,,,,0.097163259,
TUN,2008,,0.097163259,,,,
TUR,2008,,,,,3.473029352,
TUR,2008,0,,,,,
TUR,2008,,3.473030033,,,,
TUV,2008,,,,,0.063737785,
UGA,2008,,,,,0,
UGA,2008,0,,,,,
UKR,2008,,,2.682313495,,,
UKR,2008,,,,1.732327466,,
UKR,2008,,,,,,2.352612462
UKR,2008,,,,,1.033808326,
MNE,2008,,,1.695494031,,,
MNE,2008,,,,3.986858863,,
MNE,2008,,,,,,3.6602571
MNE,2008,,,,,1.468096974,
MNE,2008,0.876735389,,,,,
MNE,2008,,0.591361667,,,,
TZA,2008,,,,,0.520872941,
TZA,2008,,0.520872941,,,,
USA,2008,,,0.79126191,,,
USA,2008,,,,1.077016035,,
USA,2008,,,,,,3.224726935
USA,2008,,,,,0.138879851,
USA,2008,,0.138879851,,,,
URY,2008,,,,,0.016646609,
URY,2008,,0.016646609,,,,
VUT,2008,,,,,0.018410766,
VUT,2008,,0.018410766,,,,
VEN,2008,,,,3.271889401,,
VEN,2008,,,,,0.276497696,
VEN,2008,0.230414747,,,,,
VEN,2008,,0.046082949,,,,
ZWE,2008,,,,,0.897074756,
AFG,2009,,,0.005589347,,,
AFG,2009,,,,0.123334731,,
AFG,2009,,,,,,7.15320346
AFG,2009,,,,,0.925616871,
AFG,2009,0.903259485,,,,,
AFG,2009,,0.022357386,,,,
ALB,2009,,,0.137093269,,,
ALB,2009,,,,0.315322568,,
ALB,2009,,,,,,0.060255027
ALB,2009,,,,,0.709938658,
ALB,2009,0.15580976,,,,,
ALB,2009,,0.554128898,,,,
DZA,2009,,,3.318806571,,,
DZA,2009,,,,4.693261817,,
DZA,2009,,,,,0.134093195,
DZA,2009,0.067046597,,,,,
DZA,2009,,0.067046597,,,,
AGO,2009,,,,,2.338728053,
AGO,2009,,2.338728053,,,,
ARG,2009,,,3.038278472,,,
ARG,2009,,,,2.050095742,,
ARG,2009,,,,,,2.340676575
ARG,2009,,,,,2.549466582,
ARG,2009,2.509802134,,,,,
ARG,2009,,0.039664448,,,,
ARM,2009,,,,,1.100104664,
ARM,2009,0.577910545,,,,,
ABW,2009,,,,,0.135723432,
AUS,2009,,,,,,1.070392021
AUS,2009,,,,,1.486346811,
AUS,2009,0.260150234,,,,,
AUT,2009,,,1.746156464,,,
AUT,2009,,,,5.368477491,,
AUT,2009,,,,,,3.522903825
AUT,2009,,,,,0.56845701,
AUT,2009,0.142751535,,,,,
AUT,2009,,0.425705414,,,,
AZE,2009,,,0.144362931,,,
AZE,2009,,,,,,0.103662479
AZE,2009,,,,,1.534699384,
AZE,2009,,1.534699384,,,,
BGD,2009,,,,,0.085845117,
BGD,2009,0.051361538,,,,,
BRB,2009,,,,5.323892472,,
BRB,2009,,,,,0.00738607,
BLR,2009,,,,,0.422712213,
BEL,2009,,,3.967704874,,,
BEL,2009,,,,1.42496428,,
BEL,2009,,,,,,4.90374274
BEL,2009,,,,,0.744648343,
BEL,2009,0.635283143,,,,,
BEL,2009,,0.10775706,,,,
BLZ,2009,,,,,0,
BEN,2009,,,0.017199551,,,
BEN,2009,,,,0.299181664,,
BEN,2009,,,,,,0.017199551
BMU,2009,,,,,,0.504475196
BMU,2009,,,,,0.11675062,
BOL,2009,,,,,0.29486508,
BOL,2009,0.244427632,,,,,
BOL,2009,,0.050437448,,,,
BIH,2009,,,,,0.077724993,
BIH,2009,0.077724993,,,,,
BWA,2009,,,0.170067311,,,
BWA,2009,,,,0.861702441,,
BWA,2009,,,,,,0.819185613
BRA,2009,,,1.256413123,,,
BRA,2009,,,,20.13531302,,
BRA,2009,,,,,,1.238976064
BRA,2009,,,,,0.29005745,
BRA,2009,0.092371332,,,,,
BRA,2009,,0.197686119,,,,
BGR,2009,,,1.021280625,,,
BGR,2009,,,,2.013931453,,
BGR,2009,,,,,,0.459261749
BGR,2009,,,,,0.789766153,
BGR,2009,0.352148488,,,,,
BGR,2009,,0.437522413,,,,
BFA,2009,,,0.245763045,,,
BFA,2009,,,,,,0.051118713
BFA,2009,,,,,0.495458299,
BFA,2009,,0.495458299,,,,
CPV,2009,,,,0.000208402,,
CPV,2009,,,,,0.044806509,
CPV,2009,,0.044806509,,,,
KHM,2009,,,,,0.131171797,
KHM,2009,,0.131171797,,,,
CMR,2009,,,,,1.374718755,
CAN,2009,,,1.57037056,,,
CAN,2009,,,,7.751532005,,
CAN,2009,,,,,,5.583160851
CAN,2009,,,,,3.251286145,
CAN,2009,3.009856311,,,,,
CAN,2009,,0.241429555,,,,
CHL,2009,,,,,0.170930067,
CHN,2009,,,1.786088887,,,
CHN,2009,,,,,0.075120695,
CHN,2009,0.075120695,,,,,
HKG,2009,,,0.748516541,,,
HKG,2009,,,,0.548942669,,
HKG,2009,,,,,0.464654639,
HKG,2009,0.134525382,,,,,
HKG,2009,,0.330129537,,,,
STP,2009,,,,,0.273808775,
STP,2009,0.191980865,,,,,
COL,2009,,,1.162620256,,,
COL,2009,,,,5.157466169,,
COL,2009,,,,,0.725736409,
COL,2009,0.503558605,,,,,
COL,2009,,0.222177804,,,,
COM,2009,,,,,0,
CRI,2009,,,0.068885667,,,
CRI,2009,,,,0.001335964,,
CRI,2009,,,,,,0.044198157
CRI,2009,,,,,0.003729567,
CRI,2009,0.003256413,,,,,
CRI,2009,,0.000445322,,,,
CIV,2009,,,0.568450182,,,
CIV,2009,,,,0.084272911,,
HRV,2009,,,2.033614639,,,
HRV,2009,,,,2.658476875,,
HRV,2009,,,,,,0.39525852
HRV,2009,,,,,0.816810969,
HRV,2009,0.189061692,,,,,
HRV,2009,,0.627753498,,,,
CYP,2009,,,0.415460759,,,
CYP,2009,,,,0.395742752,,
CYP,2009,,,,,,0.29606904
CYP,2009,,,,,0.461668368,
CYP,2009,0.077348482,,,,,
CYP,2009,,0.384320509,,,,
CAF,2009,,,3.587644086,,,
CAF,2009,,,,3.466003558,,
CAF,2009,,,,,,0.990274144
CAF,2009,,,,,0.707554952,
CAF,2009,0.447791842,,,,,
CAF,2009,,0.25976239,,,,
COD,2009,,,,,4.587144455,
DNK,2009,,,0.785203448,,,
DNK,2009,,,,3.007456164,,
DNK,2009,,,,,,1.70410327
DNK,2009,,,,,1.133407991,
DNK,2009,0.606612484,,,,,
DNK,2009,,0.526463015,,,,
DOM,2009,,,0.020678674,,,
DOM,2009,,,,,,0.006203602
ECU,2009,,,,,4.025005238,
ECU,2009,4.025005238,,,,,
EGY,2009,,,0.51859218,,,
EGY,2009,,,,,0.477234919,
EGY,2009,,0.477234919,,,,
SLV,2009,,,0.092711379,,,
SLV,2009,,,,,0.007301021,
SLV,2009,,0.007301021,,,,
EST,2009,,,2.871021884,,,
EST,2009,,,,0.996976264,,
EST,2009,,,,,,0.760174732
EST,2009,,,,,0.32119826,
EST,2009,0.188029184,,,,,
ETH,2009,,,0.020370253,,,
ETH,2009,,,,0.023906022,,
ETH,2009,,,,,,0.288877631
ETH,2009,,,,,0.040318325,
ETH,2009,0.040318325,,,,,
FRO,2009,,,1.189054346,,,
FRO,2009,,,,0.553636883,,
FRO,2009,,,,,,0.330652421
FRO,2009,,,,,5.100990192,
FRO,2009,0.07060194,,,,,
FRO,2009,,5.030388252,,,,
FJI,2009,,,,,0.085328909,
FJI,2009,0.085328909,,,,,
FIN,2009,,,0.826898671,,,
FIN,2009,,,,1.350756062,,
FIN,2009,,,,,,1.296315414
FIN,2009,,,,,0.023437288,
FIN,2009,0.012570526,,,,,
FRA,2009,,,1.934031539,,,
FRA,2009,,,,2.025816005,,
FRA,2009,,,,,,2.812541197
FRA,2009,,,,,1.394979531,
FRA,2009,0.616996168,,,,,
FRA,2009,,0.777983439,,,,
PYF,2009,,,,,0.627974928,
PYF,2009,0.001669102,,,,,
PYF,2009,,0.626207644,,,,
GEO,2009,,,,,1.070854698,
GEO,2009,0.226098422,,,,,
DEU,2009,,,2.242778685,,,
DEU,2009,,,,5.417613706,,
DEU,2009,,,,,,4.963564974
DEU,2009,,,,,0.519497216,
DEU,2009,0.519497216,,,,,
GRC,2009,,,0.442914392,,,
GRC,2009,,,,,,0.335772659
GRC,2009,,,,,0.562906945,
GRC,2009,,0.207429875,,,,
GTM,2009,,,0.166233766,,,
GTM,2009,,,,,0,
GIN,2009,,,,0.719822813,,
GIN,2009,,,,,5.481727575,
GIN,2009,5.481727575,,,,,
GNB,2009,,,14.58635266,,,
HND,2009,,,,,0.264330129,
HND,2009,,0.264330129,,,,
HUN,2009,,,2.045812321,,,
HUN,2009,,,,1.769038608,,
HUN,2009,,,,,,2.132946799
HUN,2009,,,,,5.814709715,
HUN,2009,5.355848667,,,,,
HUN,2009,,0.458863683,,,,
ISL,2009,,,0.127026091,,,
ISL,2009,,,,1.088022742,,
ISL,2009,,,,,,1.378599183
ISL,2009,,,,,0.277873874,
ISL,2009,0.159744803,,,,,
ISL,2009,,0.118086587,,,,
IND,2009,,,,1.809236914,,
IND,2009,,,,,0.466569713,
IND,2009,0,,,,,
IDN,2009,,,,,0.572627418,
IRN,2009,,,,,1.726427623,
IRQ,2009,,,0.932284324,,,
IRQ,2009,,,,0.17281368,,
IRQ,2009,,,,,,0.181909136
IRQ,2009,,,,,0.150075038,
IRQ,2009,0.145527309,,,,,
IRQ,2009,,0.004547728,,,,
IRL,2009,,,0.48667188,,,
IRL,2009,,,,0.704120859,,
IRL,2009,,,,,,0.965947485
IRL,2009,,,,,0.337268129,
IRL,2009,0.337268129,,,,,
ITA,2009,,,1.927665675,,,
ITA,2009,,,,1.424509836,,
ITA,2009,,,,,,2.536251772
ITA,2009,,,,,0.337103941,
ITA,2009,0.198088205,,,,,
ITA,2009,,0.139030252,,,,
JAM,2009,,,,,1.300528945,
JPN,2009,,,,,,3.263561054
JPN,2009,,,,,0.126440212,
JPN,2009,0.086226492,,,,,
KAZ,2009,,,1.625622974,,,
KAZ,2009,,,,2.786084099,,
KAZ,2009,,,,,,0.606223721
KAZ,2009,,,,,0.01952438,
KAZ,2009,0.019382727,,,,,
KAZ,2009,,0.000118043,,,,
KEN,2009,,,,,0.105660063,
KEN,2009,,0.105660063,,,,
IRN,2009,,,0.323455703,,,
IRN,2009,,,,0.501628151,,
IRN,2009,,,,,,0.687547227
IRN,2009,,,,,0.710923018,
IRN,2009,0.268821588,,,,,
IRN,2009,,0.442101429,,,,
KGZ,2009,,,0.179218556,,,
KGZ,2009,,,,0.119672871,,
KGZ,2009,,,,,10.01960821,
KGZ,2009,,10.01960821,,,,
LVA,2009,,,4.801238028,,,
LVA,2009,,,,0.464625835,,
LVA,2009,,,,,,0.567876021
LVA,2009,,,,,0.258125203,
LVA,2009,0.103250081,,,,,
LVA,2009,,0.154875278,,,,
LBN,2009,,,,,2.96049E-05,
LBN,2009,,2.96049E-05,,,,
LSO,2009,,,0.018322149,,,
LTU,2009,,,2.313163652,,,
LTU,2009,,,,0.262399331,,
LTU,2009,,,,,,0.401506546
LTU,2009,,,,,0.431140214,
LTU,2009,0.051116128,,,,,
LTU,2009,,0.380027561,,,,
LUX,2009,,,1.322323265,,,
LUX,2009,,,,0.149516103,,
LUX,2009,,,,,,0.531958111
LUX,2009,,,,,2.18672628,
LUX,2009,2.161967261,,,,,
LUX,2009,,0.024759582,,,,
MDG,2009,,,,,0,
MWI,2009,,,,,0.630910838,
MYS,2009,,,,,2.244610518,
MYS,2009,,2.244610518,,,,
MLI,2009,,,0.474658539,,,
MLI,2009,,,,0.005926177,,
MLI,2009,,,,,,0.024551304
MLI,2009,,,,,0.155491591,
MLI,2009,0.003668586,,,,,
MLI,2009,,0.151823005,,,,
MLT,2009,,,0.365543398,,,
MLT,2009,,,,0.529461711,,
MLT,2009,,,,,,0.048700368
MLT,2009,,,,,37.36735118,
MUS,2009,,,,,0.189641281,
MUS,2009,0.019249975,,,,,
MUS,2009,,0.170391306,,,,
MEX,2009,,,,,0.543112988,
MEX,2009,0.543112988,,,,,
MNG,2009,,,,,0.050176099,
MNG,2009,,0.050176099,,,,
MNE,2009,,,0.900006982,,,
MNE,2009,,,,0.616189547,,
MNE,2009,,,,,,0.344325661
MNE,2009,,,,,1.359319431,
MNE,2009,0.030571464,,,,,
MNE,2009,,1.328747966,,,,
MAR,2009,,,0.291309987,,,
MAR,2009,,,,,0.455415045,
MAR,2009,0.422624838,,,,,
MAR,2009,,0.032798314,,,,
MOZ,2009,,,,14.90542286,,
MOZ,2009,,,,,0.046757238,
MOZ,2009,,0.046757238,,,,
NAM,2009,,,,0.102988345,,
NLD,2009,,,0.619797311,,,
NLD,2009,,,,1.031864959,,
NLD,2009,,,,,,2.592071455
NLD,2009,,,,,0.69438832,
NLD,2009,0.488990386,,,,,
NLD,2009,,0.205397665,,,,
NLD,2009,,,0.070796199,,,
NLD,2009,,,,0.420748543,,
NLD,2009,,,,,0.001916067,
NLD,2009,,0.001916067,,,,
NCL,2009,,,,,0.227984095,
NCL,2009,0.056143841,,,,,
NCL,2009,,0.171840255,,,,
NZL,2009,,,0.576475782,,,
NZL,2009,,,,1.298995375,,
NZL,2009,,,,,,1.014607215
NZL,2009,,,,,4.273635659,
NIC,2009,,,,,0,
NGA,2009,,,,,0,
NOR,2009,,,0.815261876,,,
NOR,2009,,,,7.049466994,,
NOR,2009,,,,,,1.506020212
NOR,2009,,,,,1.232198006,
NOR,2009,0.664699494,,,,,
NOR,2009,,0.567498091,,,,
PAK,2009,,,0.527240773,,,
PAK,2009,,,,0.903841326,,
PAK,2009,,,,,,0.125533517
PAK,2009,,,,,0.050213407,
PAK,2009,,0.050213407,,,,
PAN,2009,,,0.038010426,,,
PNG,2009,,,,,,1.899147245
PNG,2009,,,,,0.019417581,
PNG,2009,,0.019417581,,,,
PRY,2009,,,,1.535819499,,
PRY,2009,,,,,0,
PER,2009,,,,,0.093327689,
PER,2009,,0.093327689,,,,
PHL,2009,,,,,0.308698021,
PHL,2009,0.226983839,,,,,
POL,2009,,,4.938310842,,,
POL,2009,,,,3.065355158,,
POL,2009,,,,,,1.123102547
POL,2009,,,,,0.488356627,
POL,2009,0.135219364,,,,,
POL,2009,,0.353137472,,,,
PRT,2009,,,1.510939267,,,
PRT,2009,,,,3.763560783,,
PRT,2009,,,,,,0.265098888
PRT,2009,,,,,1.37526412,
PRT,2009,0.39238108,,,,,
PRT,2009,,0.982880949,,,,
MDA,2009,,,2.295315773,,,
MDA,2009,,,,0.50066111,,
MDA,2009,,,,,0.001485641,
MDA,2009,0.001485641,,,,,
ROU,2009,,,4.393005442,,,
ROU,2009,,,,4.155804765,,
ROU,2009,,,,,,0.815130934
ROU,2009,,,,,0.798419619,
ROU,2009,0.404216837,,,,,
ROU,2009,,0.394200327,,,,
RUS,2009,,,5.352617124,,,
RUS,2009,,,,7.579445546,,
RUS,2009,,,,,,0.874532909
RUS,2009,,,,,0.819543029,
RUS,2009,0.611556693,,,,,
RUS,2009,,0.207960399,,,,
RWA,2009,,,,0.027562184,,
RWA,2009,,,,,,0.069785103
RWA,2009,,,,,0.063627594,
RWA,2009,0.063627594,,,,,
WSM,2009,,,,,0.641158311,
SEN,2009,,,0.192936112,,,
SEN,2009,,,,,0.084140495,
SEN,2009,0.084140495,,,,,
SRB,2009,,,4.490086932,,,
SRB,2009,,,,3.179044496,,
SRB,2009,,,,,,1.303534814
SRB,2009,,,,,4.141487861,
SRB,2009,,3.614534659,,,,
SLE,2009,,,0.099460211,,,
SGP,2009,,,0.918354669,,,
SGP,2009,,,,3.373901582,,
SGP,2009,,,,,,0.49317056
SGP,2009,,,,,0.588720339,
SVK,2009,,,0.937653851,,,
SVK,2009,,,,0.640497767,,
SVK,2009,,,,,,0.511672108
SVK,2009,,,,,1.270777077,
SVK,2009,0.102574136,,,,,
SVK,2009,,1.168200554,,,,
SVN,2009,,,4.095851223,,,
SVN,2009,,,,1.430881037,,
SVN,2009,,,,,,0.748021134
SVN,2009,,,,,0.814716048,
SVN,2009,0.162064445,,,,,
SVN,2009,,0.65265556,,,,
ZAF,2009,,,,,0.605612126,
ESP,2009,,,1.791468572,,,
ESP,2009,,,,4.043761079,,
ESP,2009,,,,,,0.779683386
ESP,2009,,,,,1.349798319,
ESP,2009,0.616310251,,,,,
ESP,2009,,0.734614729,,,,
PSE,2009,,,,,0.46247225,
PSE,2009,,0.46247225,,,,
SDN,2009,,,,,0.201263701,
SDN,2009,,0.201263701,,,,
SWZ,2009,,,5.502339719,,,
SWZ,2009,,,,12.52299724,,
SWZ,2009,,,,,,2.320721513
SWZ,2009,,,,,2.913150422,
SWZ,2009,2.877154741,,,,,
SWZ,2009,,0.036495621,,,,
SWE,2009,,,1.661668275,,,
SWE,2009,,,,2.947878098,,
SWE,2009,,,,,,5.602676081
SWE,2009,,,,,0.632525006,
SWE,2009,0.264038518,,,,,
SWE,2009,,0.368484332,,,,
CHE,2009,,,,,0.002001396,
SYR,2009,,,,,0.897003597,
SYR,2009,,0.897003597,,,,
TJK,2009,,,,0.463426575,,
MKD,2009,,,3.611016725,,,
MKD,2009,,,,4.595458098,,
MKD,2009,,,,,,0.668762908
MKD,2009,,,,,2.292894589,
MKD,2009,1.169117122,,,,,
MKD,2009,,1.123810678,,,,
THA,2009,,,,,0.261582998,
TGO,2009,,,0.043263351,,,
TON,2009,,,,,2.353376398,
TON,2009,0.643123417,,,,,
TON,2009,,1.707407302,,,,
TUN,2009,,,,,0.12121135,
TUN,2009,,0.12121135,,,,
TUR,2009,,,,,2.283720743,
TUR,2009,0,,,,,
TUR,2009,,2.28372079,,,,
UGA,2009,,,,,0,
UGA,2009,0,,,,,
UKR,2009,,,,,0.622498888,
UKR,2009,0.125981918,,,,,
MNE,2009,,,1.600656538,,,
MNE,2009,,,,3.519392731,,
MNE,2009,,,,,,3.38298659
MNE,2009,,,,,1.370697978,
MNE,2009,0.674183067,,,,,
MNE,2009,,0.696514776,,,,
TZA,2009,,,,,0.149247293,
TZA,2009,,0.149247293,,,,
USA,2009,,,0.823495642,,,
USA,2009,,,,1.11315908,,
USA,2009,,,,,,3.541346305
USA,2009,,,,,0.1449233,
USA,2009,,0.1449233,,,,
URY,2009,,,,,0.030194662,
URY,2009,,0.030194662,,,,
VUT,2009,,,,,0.057199481,
VUT,2009,,0.057199481,,,,
VEN,2009,,,,3.233048945,,
VEN,2009,,,,,0.269420745,
VEN,2009,0.224517288,,,,,
VEN,2009,,0.044903458,,,,
ZWE,2009,,,,,0.828908667,
AFG,2010,,,0.023603115,,,
AFG,2010,,,,0.083703934,,
AFG,2010,,,,,,0.174979874
AFG,2010,,,,,0.616532382,
AFG,2010,0.470953436,,,,,
AFG,2010,,0.145578946,,,,
ALB,2010,,,0.460992447,,,
ALB,2010,,,,2.697572835,,
ALB,2010,,,,,,0.244579937
ALB,2010,,,,,2.50815772,
ALB,2010,0.370943349,,,,,
ALB,2010,,2.137214372,,,,
DZA,2010,,,2.832305104,,,
DZA,2010,,,,6.73022995,,
DZA,2010,,,,,0.196298374,
DZA,2010,0.028042625,,,,,
DZA,2010,,0.168255749,,,,
AGO,2010,,,,,1.747508686,
AGO,2010,,1.747508686,,,,
ARG,2010,,,3.767338232,,,
ARG,2010,,,,2.540896414,,
ARG,2010,,,,,,2.679634508
ARG,2010,,,,,2.341937122,
ARG,2010,2.202986544,,,,,
ARG,2010,,0.138950579,,,,
ARM,2010,,,,,2.484504675,
ARM,2010,0.622439332,,,,,
ABW,2010,,,,,0.090389705,
AUS,2010,,,,,,1.076310663
AUS,2010,,,,,1.487602702,
AUS,2010,0.271821261,,,,,
AUT,2010,,,1.747775552,,,
AUT,2010,,,,5.221450578,,
AUT,2010,,,,,,3.288929621
AUT,2010,,,,,0.568817152,
AUT,2010,0.116680442,,,,,
AUT,2010,,0.452136833,,,,
AZE,2010,,,0.417939961,,,
AZE,2010,,,,,,0.016367541
AZE,2010,,,,,2.318750769,
AZE,2010,,2.318750769,,,,
BGD,2010,,,,,0.079803108,
BGD,2010,0.041766345,,,,,
BRB,2010,,,,5.062295883,,
BRB,2010,,,,,0.024600922,
BLR,2010,,,,,0.339633461,
BEL,2010,,,4.860499504,,,
BEL,2010,,,,1.671699587,,
BEL,2010,,,,,,3.877996256
BEL,2010,,,,,0.720983659,
BEL,2010,0.592391383,,,,,
BEL,2010,,0.128592528,,,,
BLZ,2010,,,,,0,
BEN,2010,,,0.074111853,,,
BEN,2010,,,,,0.005312678,
BEN,2010,0.005312678,,,,,
BMU,2010,,,,,,0.405450054
BMU,2010,,,,,0.126712068,
BOL,2010,,,,,0.310031258,
BOL,2010,0.242166434,,,,,
BOL,2010,,0.067864824,,,,
BIH,2010,,,,,0.045780267,
BIH,2010,0.045780267,,,,,
BWA,2010,,,0.058628033,,,
BWA,2010,,,,0.845515132,,
BWA,2010,,,,,,2.59164162
BRA,2010,,,1.197145919,,,
BRA,2010,,,,17.57126561,,
BRA,2010,,,,,,1.242845156
BRA,2010,,,,,0.340217654,
BRA,2010,0.099232899,,,,,
BRA,2010,,0.240984755,,,,
BGR,2010,,,1.590663318,,,
BGR,2010,,,,2.010399712,,
BGR,2010,,,,,,1.786656866
BGR,2010,,,,,0.662548856,
BGR,2010,0.51776345,,,,,
BGR,2010,,0.144866107,,,,
BFA,2010,,,0.590278349,,,
BFA,2010,,,,0.074402068,,
BFA,2010,,,,,,0.076377344
BFA,2010,,,,,0.237362348,
BFA,2010,,0.237362348,,,,
CPV,2010,,,0.002197148,,,
CPV,2010,,,,0.042744518,,
CPV,2010,,,,,0.001797667,
CPV,2010,,0.001797667,,,,
KHM,2010,,,,,0.089873099,
KHM,2010,,0.089873099,,,,
CMR,2010,,,,,1.505982007,
CAN,2010,,,1.103702116,,,
CAN,2010,,,,6.803408775,,
CAN,2010,,,,,,5.633074104
CAN,2010,,,,,2.968208582,
CAN,2010,2.529335503,,,,,
CAN,2010,,0.438872954,,,,
CHL,2010,,,,,0.260504969,
CHN,2010,,,1.779205563,,,
CHN,2010,,,,,0.075796223,
CHN,2010,0.075796223,,,,,
HKG,2010,,,0.626324079,,,
HKG,2010,,,,0.463279219,,
HKG,2010,,,,,0.409467482,
HKG,2010,0.107500677,,,,,
HKG,2010,,0.301967212,,,,
STP,2010,,,,,0.242832718,
STP,2010,0.173451941,,,,,
COL,2010,,,1.068207682,,,
COL,2010,,,,4.828108906,,
COL,2010,,,,,1.893658269,
COL,2010,0.63273375,,,,,
COL,2010,,1.260947009,,,,
COM,2010,,,,,0,
CRI,2010,,,0.052245588,,,
CRI,2010,,,,0.001111116,,
CRI,2010,,,,,,0.116204188
CRI,2010,,,,,0.003148161,
CRI,2010,0.002762049,,,,,
CRI,2010,,0.003148161,,,,
CIV,2010,,,0.538233714,,,
CIV,2010,,,,0.049234523,,
CIV,2010,,,,,,0.013479743
HRV,2010,,,2.029435267,,,
HRV,2010,,,,2.948343838,,
HRV,2010,,,,,,0.780670274
HRV,2010,,,,,0.775956035,
HRV,2010,0.141367075,,,,,
HRV,2010,,0.634590385,,,,
CYP,2010,,,0.393433458,,,
CYP,2010,,,,0.212087856,,
CYP,2010,,,,,,0.179198761
CYP,2010,,,,,0.503202878,
CYP,2010,0.090589748,,,,,
CYP,2010,,0.41244298,,,,
CAF,2010,,,3.615236797,,,
CAF,2010,,,,3.333065138,,
