country_iso,year,gdp_per_capta_usd
TCD,2014,1018.93096
TCD,2015,775.70752
TCD,2016,692.9786
TCD,2017,664.30332
TCD,2018,730.24461
TGO,2013,621.22226
TGO,2014,640.08161
TGO,2015,570.68074
TGO,2016,587.87441
TGO,2017,619.06637
TGO,2018,671.84069
THA,2013,6168.2649
THA,2014,5951.8837
THA,2015,5840.04695
THA,2016,5978.61145
THA,2017,6578.18886
THA,2018,7273.56321
TJK,2013,1048.22729
TJK,2014,1104.17169
TJK,2015,929.09586
TJK,2016,802.518
TJK,2017,806.04157
TJK,2018,826.62153
TKM,2013,7304.28713
TKM,2014,7962.2391
TKM,2015,6432.6807
TKM,2016,6389.54841
TKM,2017,6587.09032
TKM,2018,6966.63541
TLS,2013,4888.31712
TLS,2014,3441.65057
TLS,2015,2585.15388
TLS,2016,2053.2738
TLS,2017,2000.60119
TLS,2018,2035.53391
TON,2013,4428.56648
TON,2014,4393.94081
TON,2015,4320.63799
TON,2016,3966.15652
TON,2017,4217.47651
TON,2018,4364.01556
TTO,2013,20026.78753
TTO,2014,20169.65301
