country_iso,year,mobile_subscriptions
BWA,1988,0.0
CAF,1988,0.0
CAN,1988,0.755920522
CHE,1988,0.46968847
CHL,1988,0.0
CHN,1988,0.000283636
CIV,1988,0.0
CMR,1988,0.0
COD,1988,0.0
COG,1988,0.0
COL,1988,0.0
COM,1988,0.0
CPV,1988,0.0
CRI,1988,0.0
CUB,1988,0.0
CYP,1988,0.030037547
CZE,1988,0.0
DEU,1988,0.126121979
DJI,1988,0.0
DMA,1988,0.0
DNK,1988,1.981067229
DZA,1988,0.0
EAP,1988,0.0035936690000000003
EAR,1988,0.001468255
EAS,1988,0.023508252
ECA,1988,0.002660172
ECS,1988,0.19217020699999998
ECU,1988,0.0
EGY,1988,0.005657383
EMU,1988,0.154851148
ERI,1988,0.0
ESP,1988,0.029785834
EST,1988,0.0
ETH,1988,0.0
EUU,1988,0.291530343
FIN,1988,2.784873557
FJI,1988,0.0
FRA,1988,0.175197646
FRO,1988,0.0
FSM,1988,0.0
GAB,1988,0.0
GBR,1988,0.9856941109999999
GEO,1988,0.0
GHA,1988,0.0
GIB,1988,0.0
GIN,1988,0.0
GMB,1988,0.0
GNB,1988,0.0
GNQ,1988,0.0
GRC,1988,0.0
GRD,1988,0.0
GRL,1988,0.0
GTM,1988,0.0
GUM,1988,0.0
GUY,1988,0.0
HIC,1988,0.43799083299999997
HKG,1988,0.922735147
HND,1988,0.0
HRV,1988,0.0
HTI,1988,0.0
HUN,1988,0.0
IBD,1988,0.002188189
IBT,1988,0.00177156
IDN,1988,0.005148135999999999
IND,1988,0.0
IRL,1988,0.17937551699999998
IRN,1988,0.0
IRQ,1988,0.0
ISL,1988,2.610147504
ITA,1988,0.058944355
JAM,1988,0.0
JOR,1988,0.0
JPN,1988,0.19653593
KAZ,1988,0.0
KEN,1988,0.0
KGZ,1988,0.0
KHM,1988,0.0
KIR,1988,0.0
KNA,1988,0.0
KOR,1988,0.048359739000000006
KWT,1988,0.860011293
LAC,1988,0.0008354860000000001
LAO,1988,0.0
LBN,1988,0.0
LBR,1988,0.0
LBY,1988,0.0
LCA,1988,0.0
LCN,1988,0.0028667
LKA,1988,0.0
LMC,1988,0.0006973460000000001
LMY,1988,0.00178529
LSO,1988,0.0
LTE,1988,0.00566066
LTU,1988,0.0
LUX,1988,0.144874077
LVA,1988,0.0
MAC,1988,0.0
MAR,1988,0.000439265
MCO,1988,0.0
MDA,1988,0.0
MDG,1988,0.0
MDV,1988,0.0
MEA,1988,0.018043808999999997
MEX,1988,0.001856695
MHL,1988,0.0
MIC,1988,0.001929626
MKD,1988,0.0
MLI,1988,0.0
MLT,1988,0.0
MMR,1988,0.0
MNA,1988,0.001660102
MNG,1988,0.0
MNP,1988,0.0
MOZ,1988,0.0
MRT,1988,0.0
MUS,1988,0.0
MWI,1988,0.0
MYS,1988,0.160388052
NAC,1988,0.8286845690000001
NAM,1988,0.0
NCL,1988,0.0
NER,1988,0.0
NGA,1988,0.0
NIC,1988,0.0
NLD,1988,0.223364797
NOR,1988,3.61850286
NPL,1988,0.0
NRU,1988,0.0
NZL,1988,0.300048728
OED,1988,0.395295165
OMN,1988,0.10195994300000001
OSS,1988,0.065289239
PAK,1988,0.0
PAN,1988,0.0
PER,1988,0.0
PHL,1988,0.0
PNG,1988,0.0
POL,1988,0.0
PRI,1988,0.260044907
PRK,1988,0.0
PRT,1988,0.0
PRY,1988,0.0
PST,1988,0.439482139
PYF,1988,0.0
ROU,1988,0.0
RUS,1988,0.0
RWA,1988,0.0
SDN,1988,0.0
SEN,1988,0.0
SGP,1988,0.376816608
SLB,1988,0.0
SLE,1988,0.0
SLV,1988,0.0
SOM,1988,0.0
SST,1988,0.043066012
STP,1988,0.0
SUR,1988,0.0
SVK,1988,0.0
SVN,1988,0.0
SWE,1988,2.870716062
SWZ,1988,0.0
SYC,1988,0.0
SYR,1988,0.0
TCA,1988,0.0
TCD,1988,0.0
TEA,1988,0.003638803
TEC,1988,0.002386345
TGO,1988,0.0
THA,1988,0.031995835
TJK,1988,0.0
TKM,1988,0.0
TLA,1988,0.00081648
TMN,1988,0.001660102
TON,1988,0.0
TTO,1988,0.0
TUN,1988,0.005088618
TUR,1988,0.018915058000000002
TUV,1988,0.0
TZA,1988,0.0
UGA,1988,0.0
UKR,1988,0.0
UMC,1988,0.003023135
URY,1988,0.0
USA,1988,0.836569536
UZB,1988,0.0
VCT,1988,0.0
VEN,1988,0.009626262
VIR,1988,0.0
VNM,1988,0.0
VUT,1988,0.0
WLD,1988,0.084802616
WSM,1988,0.0
YEM,1988,0.0
ZAF,1988,0.0
ZMB,1988,0.0
ZWE,1988,0.0
ABW,1989,0.0
AFG,1989,0.0
AGO,1989,0.0
ALB,1989,0.0
AND,1989,0.0
ARB,1989,0.028779613
ARE,1989,1.44557424
ARG,1989,0.007154381
ARM,1989,0.0
AUS,1989,0.56556816
AUT,1989,0.6598650220000001
AZE,1989,0.0
BDI,1989,0.0
BEL,1989,0.30852161300000003
BEN,1989,0.0
BFA,1989,0.0
BGD,1989,0.0
BGR,1989,0.0
BHR,1989,0.88362396
BHS,1989,0.0
BIH,1989,0.0
BLR,1989,0.0
BLZ,1989,0.0
BMU,1989,1.216465555
BOL,1989,0.0
BRA,1989,0.0
BRB,1989,0.0
BTN,1989,0.0
BWA,1989,0.0
CAF,1989,0.0
CAN,1989,1.269993836
CHE,1989,1.102484778
CHL,1989,0.037415502999999996
CHN,1989,0.000846457
CIV,1989,0.0
CMR,1989,0.0
COD,1989,0.0
COG,1989,0.0
COL,1989,0.0
COM,1989,0.0
CPV,1989,0.0
CRI,1989,0.0
CUB,1989,0.0
CYP,1989,0.23753304
CZE,1989,0.0
DEU,1989,0.208007081
DJI,1989,0.0
DMA,1989,0.0
DNK,1989,2.412929616
DZA,1989,0.0
EAP,1989,0.0063071080000000005
EAR,1989,0.002806279
EAS,1989,0.0495399
ECA,1989,0.004181153
ECS,1989,0.301797473
ECU,1989,0.0
EGY,1989,0.006605378
EMU,1989,0.253843423
ERI,1989,0.0
ESP,1989,0.076135214
EST,1989,0.0
ETH,1989,0.0
EUU,1989,0.469705474
FIN,1989,3.818095423
FJI,1989,0.0
FRA,1989,0.31628792
FSM,1989,0.0
GAB,1989,0.0
GBR,1989,1.711297991
GEO,1989,0.0
GHA,1989,0.0
GIB,1989,0.0
GIN,1989,0.0
GMB,1989,0.0
GNB,1989,0.0
GNQ,1989,0.0
GRC,1989,0.0
GRD,1989,0.0
GRL,1989,0.0
GTM,1989,0.0
GUM,1989,0.0
GUY,1989,0.0
HIC,1989,0.737962039
HKG,1989,1.579679197
HND,1989,0.0
HRV,1989,0.0
HTI,1989,0.0
HUN,1989,0.0
IBD,1989,0.0042513709999999994
IBT,1989,0.003436135
IDN,1989,0.007254396999999999
IND,1989,0.0
IRL,1989,0.386919119
IRN,1989,0.0
IRQ,1989,0.0
ISL,1989,3.1270180219999997
ITA,1989,0.115853941
JAM,1989,0.0
JOR,1989,0.0
JPN,1989,0.394618604
KAZ,1989,0.0
KEN,1989,0.0
KGZ,1989,0.0
KHM,1989,0.0
KIR,1989,0.0
KNA,1989,0.0
KOR,1989,0.093473477
KWT,1989,1.075126495
LAC,1989,0.00359752
LAO,1989,0.0
LBN,1989,0.0
LBR,1989,0.0
LBY,1989,0.0
LCA,1989,0.0
LCN,1989,0.007261325
LKA,1989,0.0
LMC,1989,0.000973019
LMY,1989,0.003346349
LSO,1989,0.0
LTE,1989,0.009667418
LTU,1989,0.0
LUX,1989,0.17606286399999999
LVA,1989,0.0
MAC,1989,0.40747273700000003
MAR,1989,0.00287408
MCO,1989,0.0
MDA,1989,0.0
MDG,1989,0.0
MDV,1989,0.0
MEA,1989,0.026132542
MEX,1989,0.010319425
MHL,1989,0.0
MIC,1989,0.003619008
MKD,1989,0.0
MLI,1989,0.0
MLT,1989,0.0
MMR,1989,0.0
MNA,1989,0.002268608
MNG,1989,0.0
MNP,1989,0.0
MOZ,1989,0.0
MRT,1989,0.0
MUS,1989,0.0
MWI,1989,0.0
MYS,1989,0.22487927300000002
NAC,1989,1.39181681
NAM,1989,0.0
NCL,1989,0.0
NER,1989,0.0
NGA,1989,0.0
NIC,1989,0.0
NLD,1989,0.37663124200000003
NOR,1989,3.9670175160000003
NPL,1989,0.0
NRU,1989,0.0
NZL,1989,0.859874137
OED,1989,0.661693613
OMN,1989,0.12049466
OSS,1989,0.091220155
PAK,1989,0.0
PAN,1989,0.0
PER,1989,0.0
PHL,1989,0.0
PNG,1989,0.0
POL,1989,0.0
PRI,1989,0.343868965
PRK,1989,0.0
PRT,1989,0.028127086000000003
PRY,1989,0.0
PST,1989,0.7373324520000001
PYF,1989,0.0
ROU,1989,0.0
RUS,1989,0.0
RWA,1989,0.0
SDN,1989,0.0
SEN,1989,0.0
SGP,1989,0.8952172009999999
SLB,1989,0.0
SLE,1989,0.0
SLV,1989,0.0
SOM,1989,0.0
SSA,1989,0.0008035010000000001
SSF,1989,0.000803387
SST,1989,0.060361924000000004
STP,1989,0.0
SUR,1989,0.0
SVK,1989,0.0
SVN,1989,0.0
SWE,1989,4.099031665
SWZ,1989,0.0
SYC,1989,0.0
SYR,1989,0.0
TCA,1989,0.0
TCD,1989,0.0
TEA,1989,0.00638599
TEC,1989,0.00375271
TGO,1989,0.0
THA,1989,0.071605607
TJK,1989,0.0
TKM,1989,0.0
TLA,1989,0.004702218
TMN,1989,0.002268608
TON,1989,0.0
TSS,1989,0.000803387
TTO,1989,0.0
TUN,1989,0.007890613000000001
TUR,1989,0.029449457999999998
TUV,1989,0.0
TZA,1989,0.0
UGA,1989,0.0
UKR,1989,0.0
UMC,1989,0.005978147
URY,1989,0.0
USA,1989,1.4051187059999999
UZB,1989,0.0
VCT,1989,0.0
VEN,1989,0.019226283
VIR,1989,0.0
VNM,1989,0.0
VUT,1989,0.0
WLD,1989,0.14156218
WSM,1989,0.0
YEM,1989,0.0
ZAF,1989,0.011077078999999998
ZMB,1989,0.0
ZWE,1989,0.0
ABW,1990,0.0
AFG,1990,0.0
AGO,1990,0.0
ALB,1990,0.0
AND,1990,0.0
ARB,1990,0.038821707999999996
ARE,1990,1.836436903
ARG,1990,0.036788768
ARM,1990,0.0
ASM,1990,0.0
ATG,1990,0.0
AUS,1990,1.090427418
AUT,1990,0.9541492309999999
AZE,1990,0.0
BDI,1990,0.0
BEL,1990,0.42851957700000004
BEN,1990,0.0
BFA,1990,0.0
BGD,1990,0.0
BGR,1990,0.0
BHR,1990,1.037845991
BHS,1990,0.750127818
BIH,1990,0.0
BLR,1990,0.0
BLZ,1990,0.0
BMU,1990,1.8041989809999999
BOL,1990,0.0
BRA,1990,0.000447641
BRB,1990,0.0
BRN,1990,0.68490768
BTN,1990,0.0
BWA,1990,0.0
CAF,1990,0.0
CAN,1990,2.119600735
CEB,1990,0.002598964
CHE,1990,1.879595387
CHL,1990,0.104869268
CHN,1990,0.001556568
CIV,1990,0.0
CMR,1990,0.0
COD,1990,0.0
COG,1990,0.0
COL,1990,0.0
COM,1990,0.0
CPV,1990,0.0
CRI,1990,0.0
CSS,1990,0.034480171000000004
CUB,1990,0.0
CYM,1990,0.0
CYP,1990,0.544701415
CZE,1990,0.0
DEU,1990,0.344839041
DJI,1990,0.0
DMA,1990,0.0
DNK,1990,2.883032183
DOM,1990,0.044382178
DZA,1990,0.001824614
EAP,1990,0.01130964
EAR,1990,0.009233038
EAS,1990,0.088282507
ECA,1990,0.008463781
ECS,1990,0.41580470799999997
ECU,1990,0.0
EGY,1990,0.007125746
EMU,1990,0.440691956
ERI,1990,0.0
ESP,1990,0.139531829
EST,1990,0.0
ETH,1990,0.0
EUU,1990,0.648888245
FIN,1990,5.161339908
FJI,1990,0.0
FRA,1990,0.49976309799999996
FRO,1990,0.0
FSM,1990,0.0
GAB,1990,0.0
GBR,1990,1.949788876
GEO,1990,0.0
GHA,1990,0.0
GIB,1990,0.0
GIN,1990,0.0
GMB,1990,0.0
GNB,1990,0.0
GNQ,1990,0.0
GRC,1990,0.0
GRD,1990,0.155713114
GRL,1990,0.0
GTM,1990,0.003162845
GUM,1990,0.0
GUY,1990,0.0
HIC,1990,1.082763553
HKG,1990,2.337874467
HND,1990,0.0
HRV,1990,0.0050247320000000005
HTI,1990,0.0
HUN,1990,0.025488726
IBD,1990,0.009653475
IBT,1990,0.007838944
IDA,1990,0.000256587
IDB,1990,0.0007545589999999999
IDN,1990,0.009975007
IND,1990,0.0
IRL,1990,0.712071173
IRN,1990,0.0
IRQ,1990,0.0
ISL,1990,3.924828362
ISR,1990,0.34259871
ITA,1990,0.46627208600000003
JAM,1990,0.0
JOR,1990,0.040354582
JPN,1990,0.697222061
KAZ,1990,0.0
KEN,1990,0.0
KGZ,1990,0.0
KHM,1990,0.0
KIR,1990,0.0
KNA,1990,0.0
KOR,1990,0.186411806
KWT,1990,0.989574981
LAC,1990,0.021387629
LAO,1990,0.0
LBN,1990,0.0
LBR,1990,0.0
LBY,1990,0.0
LCA,1990,0.0
LCN,1990,0.028407869
LIE,1990,0.0
LKA,1990,0.005829466
LMC,1990,0.001379681
LMY,1990,0.007564810999999999
LSO,1990,0.0
LTE,1990,0.016506958000000002
LTU,1990,0.0
LUX,1990,0.21582488800000002
LVA,1990,0.0
MAC,1990,0.649199553
MAR,1990,0.003644065
MCO,1990,0.0
MDA,1990,0.0
MDG,1990,0.0
MDV,1990,0.0
MEA,1990,0.040867331
MEX,1990,0.076153937
MHL,1990,0.0
MIC,1990,0.008185636
MKD,1990,0.0
MLI,1990,0.0
MLT,1990,0.0
MMR,1990,0.0
MNA,1990,0.003430481
MNG,1990,0.0
MNP,1990,0.0
MOZ,1990,0.0
MRT,1990,0.0
MUS,1990,0.208359378
MWI,1990,0.0
MYS,1990,0.480426209
NAC,1990,2.097763682
NAM,1990,0.0
NCL,1990,0.0
NER,1990,0.0
NGA,1990,0.0
NIC,1990,0.0
NLD,1990,0.527882627
NOR,1990,4.6342075
NPL,1990,0.0
NRU,1990,0.0
NZL,1990,1.592032422
OED,1990,0.988160633
OMN,1990,0.150648866
OSS,1990,0.156831805
PAK,1990,0.001857909
PAN,1990,0.0
PER,1990,0.007475727
PHL,1990,0.0
PNG,1990,0.0
POL,1990,0.0
PRI,1990,0.598533008
PRK,1990,0.0
PRT,1990,0.06568732599999999
PRY,1990,0.0
PSE,1990,0.0
PST,1990,1.1003168159999999
PYF,1990,0.0
QAT,1990,0.80016293
ROU,1990,0.0
RUS,1990,0.0
RWA,1990,0.0
SAS,1990,0.00026555
SAU,1990,0.09148205400000001
SDN,1990,0.0
SEN,1990,0.0
SGP,1990,1.7168464559999999
SLB,1990,0.0
SLE,1990,0.0
SLV,1990,0.0
SMR,1990,0.0
SOM,1990,0.0
SSA,1990,0.00154698
SSF,1990,0.001546766
SST,1990,0.115784248
STP,1990,0.0
SUR,1990,0.0
SVK,1990,0.0
SVN,1990,0.0
SWE,1990,5.383206822999999
SWZ,1990,0.0
SYC,1990,0.0
SYR,1990,0.0
TCA,1990,0.0
TCD,1990,0.0
TEA,1990,0.011451069
TEC,1990,0.007656939000000001
TGO,1990,0.0
THA,1990,0.111783995
TJK,1990,0.0
TKM,1990,0.0
TLA,1990,0.024167922
TLS,1990,0.0
TMN,1990,0.003462624
TON,1990,0.0
TSA,1990,0.00026555
TSS,1990,0.001546766
TTO,1990,0.0
TUN,1990,0.011562032
TUR,1990,0.058991027
TUV,1990,0.0
TZA,1990,0.0
UGA,1990,0.0
UKR,1990,0.0
UMC,1990,0.014277866
URY,1990,0.0
USA,1990,2.095449994
UZB,1990,0.0
VCT,1990,0.0
VEN,1990,0.037804343
VGB,1990,0.0
VIR,1990,0.0
VNM,1990,0.0
VUT,1990,0.0
WLD,1990,0.21093040300000002
WSM,1990,0.0
YEM,1990,0.0
ZAF,1990,0.015434568999999999
ZMB,1990,0.0
ZWE,1990,0.0
ABW,1991,0.0
AFG,1991,0.0
AGO,1991,0.0
ALB,1991,0.0
AND,1991,0.0
ARB,1991,0.055973076
ARE,1991,2.220165366
ARG,1991,0.07557665
ARM,1991,0.0
ASM,1991,0.0
AUS,1991,1.695589799
AUT,1991,1.4847091119999998
AZE,1991,0.0
BDI,1991,0.0
BEL,1991,0.512179707
BEN,1991,0.0
BFA,1991,0.0
BGD,1991,0.0
BGR,1991,0.0
BHR,1991,1.442639674
BHS,1991,0.7739226379999999
BIH,1991,0.0
BLR,1991,0.0
BLZ,1991,0.0
BMU,1991,2.321831667
BOL,1991,0.004207402
BRA,1991,0.004418126
BRB,1991,0.185563468
BRN,1991,1.13632095
BTN,1991,0.0
BWA,1991,0.0
CAF,1991,0.0
CAN,1991,2.781872012
CEB,1991,0.011667935
CHE,1991,2.598027513
CHL,1991,0.26776813
CHN,1991,0.00398559
CIV,1991,0.0
CMR,1991,0.0
COD,1991,0.0
COG,1991,0.0
COL,1991,0.0
COM,1991,0.0
CPV,1991,0.0
CRI,1991,0.0
CSS,1991,0.09683200199999999
CUB,1991,0.0
CYM,1991,2.105937312
CYP,1991,0.8624978990000001
CZE,1991,0.012004115
DEU,1991,0.669575304
DJI,1991,0.0
DMA,1991,0.0
DNK,1991,3.4131161989999996
DOM,1991,0.077093324
DZA,1991,0.01810952
EAP,1991,0.021557342
EAR,1991,0.019043762
EAS,1991,0.14520409199999998
ECA,1991,0.012738843
ECS,1991,0.566078613
ECU,1991,0.0
EGY,1991,0.00783637
EMU,1991,0.719956122
ERI,1991,0.0
ESP,1991,0.275963196
EST,1991,0.036816497000000004
ETH,1991,0.0
EUU,1991,0.890442926
FIN,1991,6.358419047000001
FJI,1991,0.0
FRA,1991,0.658893631
FRO,1991,3.032682513
FSM,1991,0.0
GAB,1991,0.0
GBR,1991,2.1993065730000003
GEO,1991,0.0
GHA,1991,0.0
GIB,1991,0.0
GIN,1991,0.0
GMB,1991,0.0
GNB,1991,0.0
GNQ,1991,0.0
GRC,1991,0.0
GRD,1991,0.152394775
GRL,1991,0.0
GTM,1991,0.012875306000000001
GUM,1991,0.649156172
GUY,1991,0.0
HIC,1991,1.542572579
HKG,1991,3.270048105
HND,1991,0.0
HPC,1991,7.97e-05
HRV,1991,0.04241594
HTI,1991,0.0
HUN,1991,0.08180025
IBD,1991,0.019568607
IBT,1991,0.015955739
IDA,1991,0.00100562
IDB,1991,0.0029647429999999997
IDN,1991,0.01328769
IND,1991,0.0
IRL,1991,0.90968272
IRN,1991,0.0
IRQ,1991,0.0
ISL,1991,5.0030276680000005
ISR,1991,0.501165537
ITA,1991,0.994953188
JAM,1991,0.100314266
JOR,1991,0.03887785
JPN,1991,1.103106152
KAZ,1991,0.0
KEN,1991,0.0
KGZ,1991,0.0
KHM,1991,0.0
KIR,1991,0.0
KOR,1991,0.382974251
KWT,1991,2.116875138
LAC,1991,0.052861810999999995
LAO,1991,0.0
LBN,1991,0.0
LBR,1991,0.0
LBY,1991,0.0
LCN,1991,0.06624052799999999
LKA,1991,0.010264757
LMC,1991,0.003917691
LMY,1991,0.015192383
LSO,1991,0.0
LTE,1991,0.028198886
LTU,1991,0.0
LUX,1991,0.29480887899999997
LVA,1991,0.0
MAC,1991,1.370657135
MAR,1991,0.0059381469999999995
MCO,1991,0.0
MDA,1991,0.0
MDG,1991,0.0
MDV,1991,0.0
MEA,1991,0.06000489
MEX,1991,0.188157016
MHL,1991,0.0
MIC,1991,0.016454948
MKD,1991,0.0
MLI,1991,0.0
MLT,1991,0.624654111
MMR,1991,0.0
MNA,1991,0.005860909
MNG,1991,0.0
MOZ,1991,0.0
MRT,1991,0.0
MUS,1991,0.233986217
MWI,1991,0.0
MYS,1991,0.7019462320000001
NAC,1991,2.9503391619999997
NAM,1991,0.0
NCL,1991,0.0
NER,1991,0.0
NGA,1991,0.0
NIC,1991,0.0
NLD,1991,0.7633831520000001
NOR,1991,5.490680227
NPL,1991,0.0
NRU,1991,0.0
NZL,1991,2.097981237
OED,1991,1.403967594
OMN,1991,0.193899147
OSS,1991,0.23305999800000002
PAK,1991,0.007672959
PAN,1991,0.0
PER,1991,0.025308162000000002
PHL,1991,0.054527014000000006
PNG,1991,0.0
POL,1991,0.0
PRI,1991,0.972563011
PRK,1991,0.0
PRT,1991,0.127066738
PRY,1991,0.0
PST,1991,1.559267393
PYF,1991,0.0
QAT,1991,0.832456146
ROU,1991,0.0
RUS,1991,0.00020270900000000003
RWA,1991,0.0
SAS,1991,0.0008889610000000001
SAU,1991,0.09140451699999999
SDN,1991,0.0
SEN,1991,0.0
SGP,1991,2.641151806
SLB,1991,0.0
SLE,1991,0.0
SLV,1991,0.0
SOM,1991,0.0
SSA,1991,0.001833269
SSF,1991,0.001833019
SST,1991,0.183344778
STP,1991,0.0
SUR,1991,0.0
SVK,1991,0.002241378
SVN,1991,0.0260488
SWE,1991,6.587721447000001
SWZ,1991,0.0
SYC,1991,0.0
SYR,1991,0.0
TCA,1991,0.0
TCD,1991,0.0
TEA,1991,0.021827181
TEC,1991,0.011921366999999999
TGO,1991,0.0
THA,1991,0.215875727
TJK,1991,0.0
TKM,1991,0.0
TLA,1991,0.060093889000000004
TMN,1991,0.005860909
TON,1991,0.0
TSA,1991,0.0008889610000000001
TSS,1991,0.001833019
TTO,1991,0.034659422
TUN,1991,0.014701246000000001
TUR,1991,0.087212774
TUV,1991,0.0
TZA,1991,0.0
UGA,1991,0.0
UKR,1991,0.0
UMC,1991,0.027742226000000002
URY,1991,0.0
USA,1991,2.96895054
UZB,1991,0.0
VEN,1991,0.08260219999999999
VNM,1991,0.0
VUT,1991,0.0
WLD,1991,0.301527886
WSM,1991,0.0
YEM,1991,0.0
ZAF,1991,0.01882343
ZMB,1991,0.0
ZWE,1991,0.0
ABW,1992,0.029310471
AFG,1992,0.0
AGO,1992,0.0
ALB,1992,0.0
AND,1992,1.307566907
ARB,1992,0.063371648
ARE,1992,2.382932167
ARG,1992,0.138952987
ARM,1992,0.0
ASM,1992,1.40291807
AUS,1992,2.855965172
AUT,1992,2.202202471
AZE,1992,0.0
BDI,1992,0.0
BEL,1992,0.609837111
BEN,1992,0.0
BFA,1992,0.0
BGD,1992,0.000231516
BGR,1992,0.0
BHR,1992,1.8511296419999999
BHS,1992,0.9773370570000001
BIH,1992,0.0
BLR,1992,0.0
BLZ,1992,0.0
BMU,1992,3.103111125
BOL,1992,0.021659228
BRA,1992,0.020744281
BRB,1992,0.302792846
BRN,1992,1.4980357219999998
BTN,1992,0.0
BWA,1992,0.0
CAF,1992,0.0
CAN,1992,3.637316197
CEB,1992,0.040851412999999996
CHE,1992,3.165964611
CHL,1992,0.46967091899999996
CHN,1992,0.014663243000000001
CIV,1992,0.0
CMR,1992,0.0
COG,1992,0.0
COL,1992,0.0
COM,1992,0.0
CPV,1992,0.0
CRI,1992,0.09152538199999999
CSS,1992,0.22832011600000002
CUB,1992,0.002179504
CYM,1992,3.5565154789999998
CYP,1992,1.594988536
CZE,1992,0.044924055
DEU,1992,1.215422217
DJI,1992,0.0
DMA,1992,0.0
DNK,1992,4.081153984
DOM,1992,0.097052755
DZA,1992,0.01768885
EAP,1992,0.042602985999999995
EAR,1992,0.034304667000000004
EAS,1992,0.211898995
ECA,1992,0.017771085
ECS,1992,0.7465675070000001
ECU,1992,0.0
EGY,1992,0.008374411
EMU,1992,1.044858604
ERI,1992,0.0
ESP,1992,0.45747799899999997
EST,1992,0.164254251
ETH,1992,0.0
EUU,1992,1.183755275
FCS,1992,0.000750763
FIN,1992,7.651669747000001
FJI,1992,0.0
FRA,1992,0.764166749
FRO,1992,3.6757311880000003
FSM,1992,0.0
GAB,1992,0.027927973999999998
GBR,1992,2.623331528
GEO,1992,0.0
GHA,1992,0.002555366
GIB,1992,0.0
GIN,1992,0.0
GMB,1992,0.019854498
GNB,1992,0.0
GNQ,1992,0.0
GRC,1992,0.0
GRD,1992,0.186281068
GRL,1992,0.30611696899999996
GTM,1992,0.02205274
GUM,1992,0.951774793
GUY,1992,0.11234274
HIC,1992,2.147902867
HKG,1992,3.978420864
HND,1992,0.0
HPC,1992,0.000870861
HRV,1992,0.133534424
HTI,1992,0.0
HUN,1992,0.22485622800000002
IBD,1992,0.039116521
IBT,1992,0.03210525
IDA,1992,0.00217311
IDB,1992,0.0049586579999999995
IDN,1992,0.018933653
IDX,1992,0.000646758
IND,1992,0.0
IRL,1992,1.246510832
IRN,1992,0.0
IRQ,1992,0.0
ISL,1992,5.86236455
ISR,1992,0.7596325890000001
ITA,1992,1.37019128
JAM,1992,0.309949131
JOR,1992,0.036755167000000005
JPN,1992,1.3664144880000002
KAZ,1992,0.0
KEN,1992,0.004343349
KGZ,1992,0.0
KHM,1992,0.0
KIR,1992,0.0
KOR,1992,0.620155191
KWT,1992,2.66676009
LAC,1992,0.119174825
LAO,1992,0.006443941999999999
LBN,1992,0.0
LBR,1992,0.0
LBY,1992,0.0
LCN,1992,0.14153096
LDC,1992,0.000461928
LIC,1992,0.000566855
LKA,1992,0.014906843000000001
LMC,1992,0.006098151
LMY,1992,0.030626615
LSO,1992,0.0
LTE,1992,0.052336561
LTU,1992,0.0072394880000000005
LUX,1992,0.28615666100000003
LVA,1992,0.039194673
MAC,1992,2.901650792
MAR,1992,0.012511956999999999
MCO,1992,0.0
MDA,1992,0.0
MDG,1992,0.0
MDV,1992,0.0
MEA,1992,0.071780147
MEX,1992,0.359054269
MHL,1992,0.0
MIC,1992,0.032884784
MKD,1992,0.0
MLI,1992,0.0
MLT,1992,0.9513687479999999
MMR,1992,0.0
MNA,1992,0.007521241999999999
MNG,1992,0.0
MOZ,1992,0.0
MRT,1992,0.0
MUS,1992,0.268893658
MWI,1992,0.0
MYS,1992,1.055499821
NAC,1992,4.227919749
NAM,1992,0.0
NCL,1992,0.0
NER,1992,0.0
NGA,1992,0.0
NIC,1992,0.0
NLD,1992,1.094563567
NOR,1992,6.590703297
NPL,1992,0.0
NRU,1992,0.0
NZL,1992,2.860257577
OED,1992,1.953562235
OMN,1992,0.238040615
OSS,1992,0.321832601
PAK,1992,0.011851345
PAN,1992,0.0
PER,1992,0.09383102199999999
PHL,1992,0.08619486300000001
PNG,1992,0.0
POL,1992,0.005746436
PRE,1992,0.000324152
PRI,1992,1.72957117
PRK,1992,0.0
PRT,1992,0.37444342700000005
PRY,1992,0.03374566
PSE,1992,0.0
PST,1992,2.162045322
PYF,1992,0.0
QAT,1992,0.854469666
ROU,1992,0.0
RUS,1992,0.00404671
RWA,1992,0.0
SAS,1992,0.0013844729999999998
SAU,1992,0.09158296
SDN,1992,0.0
SEN,1992,0.0
SGP,1992,3.7504195780000003
SLB,1992,0.0
SLE,1992,0.0
SLV,1992,0.0
SMR,1992,3.6258158089999997
SOM,1992,0.0
SSA,1992,0.0034753590000000003
SSF,1992,0.003474855
SST,1992,0.276022027
STP,1992,0.0
SUR,1992,0.0
SVK,1992,0.028842006
SVN,1992,0.17453277600000003
SWE,1992,7.551741517000001
SWZ,1992,0.0
SYC,1992,0.0
SYR,1992,0.0
TCA,1992,0.0
TCD,1992,0.0
TEA,1992,0.043095732000000005
TEC,1992,0.017980904
TGO,1992,0.0
THA,1992,0.433453684
TJK,1992,0.0
TKM,1992,0.0
TLA,1992,0.131675027
TMN,1992,0.007594251999999999
TON,1992,0.0
TSA,1992,0.0013844729999999998
TSS,1992,0.003474855
TTO,1992,0.103260092
TUN,1992,0.022916553
TUR,1992,0.110127639
TUV,1992,0.0
TZA,1992,0.0
UGA,1992,0.0
UKR,1992,0.0
UMC,1992,0.057226735
URY,1992,0.054272295
USA,1992,4.293056805
UZB,1992,0.0
VCT,1992,0.064844836
VEN,1992,0.38214423299999994
VNM,1992,0.001128613
VUT,1992,0.0
WLD,1992,0.426715277
WSM,1992,0.0
YEM,1992,0.011965273
ZAF,1992,0.032348479
ZMB,1992,0.0
